qid,label_en,description_en,exhibitions,ssid,reference_url
Q103299824,Femme Hideuse from Réincarnations du Père Ubu,print by Georges Rouault,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26754584,https://library.artstor.org/#/asset/26754584
Q102969700,Personnage a l'oeil vert (Person with a green eye),print by Joán Miró,"The Dada Effect: An Anti-Aesthetic and Its Influence (March 16-May 27, 2017)",26754961,https://library.artstor.org/#/asset/26754961
Q105095980,Charcoal-shaped chaire (tea caddy) with cricket on lid,work of art by Ikkoku-sai,"The Harold P. Stern Collection of the Vanderbilt Art Collection (April 8 to August 15, 1979)",26754045,https://library.artstor.org/#/asset/26754045
Q105092172,"The Disappearance of the Freedom of Expression (Anne Imelda Radice, What Were You Thinking)",print by Ramon Marcus Kadi,"The Margaret Stonewall Wooldridge Hamblet Award Winner Exhibition (October 17-November 7,1993)",26757103,https://library.artstor.org/#/asset/26757103
Q105091679,Brownstone All-Stars,"painting by Samuel L. Dunson, Jr.","The Painter's Eye, at Ingram Studio Arts Center Gallery, 
Vanderbilt University (February 18-March 12, 2010)|
N4Art: Work by Members of the Nashville African-American Arts Association (November 7-December 12, 1997)|
Selma Freeman Ramsey and the Social Realist Tradition, (September 18, 2015 - January 17, 2016)",26758097,https://library.artstor.org/#/asset/26758097
Q103298841,Corner Fruit Stand,print by John W. Winkler,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753457,https://library.artstor.org/#/asset/26753457
Q102974871,The Two Gossips,print by Adriaen van Ostade 1956.039,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753401,https://library.artstor.org/#/asset/26753401
Q103551116,The Pier with a Lamp,print by Giovanni Battista Piranesi,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753411,https://library.artstor.org/#/asset/26753411
Q103308282,Septieme Cahier de Trophées de Musique #6 (Seventh Book of Trophies of Music #6),print by Pierre Ranson,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753384,https://library.artstor.org/#/asset/26753384
Q103307108,Portrait of Nicolas Fouquet,print by Claude Mellan,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753381,https://library.artstor.org/#/asset/26753381
Q103300064,Fontaines Chinois (Chinese Fountain),print by Jean Pillement,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753383,https://library.artstor.org/#/asset/26753383
Q105091851,Head of a Girl,print by Francisco Gutiérrez,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753430,https://library.artstor.org/#/asset/26753430
Q103297456,Bishop Hacket,print by William Faithorne the elder,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753366,https://library.artstor.org/#/asset/26753366
Q102974065,The Boathouse,print by Jean-Baptiste Le Prince,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753379,https://library.artstor.org/#/asset/26753379
Q102963299,Christ Healing the Lepers (after Parmigianino),print by Niccolò Vicentino,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753685,https://library.artstor.org/#/asset/26753685
Q106577371,Little Auk,print by John James Audubon,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753432,https://library.artstor.org/#/asset/26753432
Q106577451,"The Holy Family, after Frans Floris I (1519/20-1570)",print by Anton Wierix III,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753402,https://library.artstor.org/#/asset/26753402
Q103306172,Ornament designs,print by Jean Bérain the elder,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753370,https://library.artstor.org/#/asset/26753370
Q103304534,Le Stryge (The Vampire),print by Charles Meryon,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753448,https://library.artstor.org/#/asset/26753448
Q103304540,Le Veillée (The Sitter),print by Théophile Alexandre Steinlen,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753453,https://library.artstor.org/#/asset/26753453
Q105091688,Calla Lillies,print by Frances Marian Hebert,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753433,https://library.artstor.org/#/asset/26753433
Q106577430,Snow Scene - Little Bridge,print by William Harry Warren Bicknell,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)",26753423,https://library.artstor.org/#/asset/26753423
Q103306420,Paysanne de Cayeaux,print by Arthur William Heintzelman,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
American Artists and the Legacy of the Grand Tour, 1880-1960 (June 15 to August 26, 2017)",26753434,https://library.artstor.org/#/asset/26753434
Q103309621,The Corn Field,print by Timothy Cole,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
American Artists and the Legacy of the Grand Tour, 1880-1960 (June 15 to August 26, 2017)",26753426,https://library.artstor.org/#/asset/26753426
Q106577415,"Rialto, Venice",print by Otto Henry Bacher,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
American Artists and the Legacy of the Grand Tour, 1880-1960 (June 15 to August 26, 2017)",26753421,https://library.artstor.org/#/asset/26753421
Q102966507,"Ishibe: Megawa Village (Ishibe, Megawa no sato)",print by Andō Hiroshige,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Arts of Japan (January 12-February 26, 2012)",26753418,https://library.artstor.org/#/asset/26753418
Q103302333,La Poete reproche au soleil de l'avoir obligé à quitter sa dame from Vingt poëmes,print by Pablo Picasso,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Difficult Art and the Liberal Arts Imagination, (September 27 - December 5, 2013)",26753450,https://library.artstor.org/#/asset/26753450
Q106577455,"The Virgin, Christ Child, and St. John",print by Antonio da Trento,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Eye & Mind: A Legacy of Art Collecting at Vanderbilt University, (October 1, 2009-May 1, 2010)
Then & Now: Five Centuries of Woodcuts, (1/10-3/1/2019)",26753403,https://library.artstor.org/#/asset/26753403
Q102961468,Abondantia,print by Etienne Delaune,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection (March 14-May 13, 2011)",26753376,https://library.artstor.org/#/asset/26753376
Q102962048,Bellum,print by Etienne Delaune,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection (March 14-May 13, 2011)",26753377,https://library.artstor.org/#/asset/26753377
Q106577405,Pax,print by Etienne Delaune,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection (March 14-May 13, 2011)",26753375,https://library.artstor.org/#/asset/26753375
Q102964894,Fames,print by Etienne Delaune,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of War: Selections from the Vanderbilt University Fine Arts Gallery Collection, (March 14-May 13, 2011)",26753378,https://library.artstor.org/#/asset/26753378
Q102974686,The Pilgrim,print by Allart van Everdingen,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26753399,https://library.artstor.org/#/asset/26753399
Q102974550,The Man Between the Two Pines,print by Allart van Everdingen,"The Printed Page: Selections from the Anna C. Hoyt Collection (March 12–May 9, 2009)|
Reflections of the Dutch Golden Age: Etchings by Adriaen van Ostade from the Vanderbilt University Fine Arts Gallery Collection, (March 15 - May 11, 2012)",26753400,https://library.artstor.org/#/asset/26753400
Q102961640,An Old Water Mill,painting by John Crome,The Royal Society of British Artists Centenary Exhibition; Victor Rienaecker Collection (1923),26758817,https://library.artstor.org/#/asset/26758817
Q106567554,Plate 29 from Types Parisiens (Parisian Types),print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26754911,https://library.artstor.org/#/asset/26754911
Q106567562,"Plate 45 from Dialogues Parisiens  (Parisian Conversations) (Second suite), 1860",print by Edouard de Beaumont,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755167,https://library.artstor.org/#/asset/26755167
Q106567553,"Plate 28 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755160,https://library.artstor.org/#/asset/26755160
Q106567552,Plate 23 from Moeurs Conjugales (Married Life),print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26757665,https://library.artstor.org/#/asset/26757665
Q106567546,"Plate 19 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755156,https://library.artstor.org/#/asset/26755156
Q106567549,"Plate 20 from Au Bal Masqué (The Masked Ball) Fourth suite, 1860",print by Edouard de Beaumont,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755157,https://library.artstor.org/#/asset/26755157
Q106567551,"Plate 23 from Bohémiens de Paris (Bohemians of Paris)); originally published in Le Charivari, February 20, 1842.",print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26757667,https://library.artstor.org/#/asset/26757667
Q106567544,"Plate 16 from Bals Masqués (Masked Balls) Fourth suite, 1859",print by Edouard de Beaumont,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755163,https://library.artstor.org/#/asset/26755163
Q106577288,"Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853",print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26753497,https://library.artstor.org/#/asset/26753497
Q102966159,Homme à la cigarette (Self-portrait),print by Paul Gavarni,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26758472,https://library.artstor.org/#/asset/26758472
Q106567541,Plate 11 from Les Partageuses (The Gossipers),print by Paul Gavarni,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755171,https://library.artstor.org/#/asset/26755171
Q102963113,Ceci a tué cela. (This has done away with that.) from Album du Siége,print by Honoré Daumier and Cham,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26758356,https://library.artstor.org/#/asset/26758356
Q106567559,Plate 4 from La Foire Aux Amours(The Fair of Love),print by Paul Gavarni,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26755168,https://library.artstor.org/#/asset/26755168
Q102969208,"OH! from Interjections; as published in Le Figaro, March 17, 1839",print by Paul Gavarni,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26753496,https://library.artstor.org/#/asset/26753496
Q106566936,"L’entrée du grand tunnel d’un chemin de fer. (The entrance of the big railway tunnel); as published in La Caricature, July 9, 1843",print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26754912,https://library.artstor.org/#/asset/26754912
Q106567558,Plate 388 from Actualités (Current Events),print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26754913,https://library.artstor.org/#/asset/26754913
Q103306391,"Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World)",print by Paul Gavarni,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26753495,https://library.artstor.org/#/asset/26753495
Q106567566,Plate 9 from Les Gens du Justice (Men of the Law),print by Honoré Daumier,"The Satirical Eye: Lithographs by Honoré Daumier, Paul Gavarni & their Contemporaries (September 2 - October 18, 1999)",26754914,https://library.artstor.org/#/asset/26754914
