Abstract Note,Access Date,Application Number,Archive,Archive Location,Artwork Size,Assignee,Attorney Agent,Author,Automatic Tags,Book Author,Call Number,Cast Member,Code,Code Number,Commenter,Committee,Composer,Conference Name,Contributor,Cosponsor,Counsel,Country,Court,DOI,Date,Date Added,Date Modified,Divinity Faculty,Edition,Editor,Extra,File Attachments,Filing Date,Guest,History,ISBN,ISSN,Interviewer,Issue,Issuing Authority,Journal Abbreviation,Language,Legal Status,Legislative Body,Library Catalog,Link Attachments,Manual Tags,Medium,Meeting Name,Notes,Num Pages,Number,Number Of Volumes,Pages,Place,Priority Numbers,Producer,Programming Language,Publication Year,Publisher,Recipient,References,Reporter,Reviewed Author,Rights,Running Time,Scale,Scriptwriter,Section,Series,Series Editor,Series Number,Series Text,Series Title,Session,Short Title,System,Translator,Type,Url,Version,Volume,Words By,qid,Key,Item Type,Title,Publication Title
,,,,,,,,"Snarr, Melissa",,,,,,,,,,,,,,,,10.1558/poth.v8i3.269,2007,7/22/14 16:27,11/18/14 22:35,"Snarr, C. Melissa",,,,,,,,,1462-317X,,3,,,,,,Primo,,,,,,,,,269-279,,,,,2007,,,,,,,,,,,,,,,,,"""Oh Mary, Don't You Weep""",,,,,,8,,Q94973731,VGE56URT,journalArticle,"""Oh Mary, Don't You Weep"": Progressive Religion in the Living Wage Movement",Political Theology
,7/12/18 19:49,,,,,,,"Snarr, C Melissa","Peer reviewed; Anti-imperialist movements; Bible. Galatians -- Theology; Bible. Galatians 1-4; Capitalism -- Religious aspects; Christianity and other religions; Community organization; Gentiles in the New Testament; Islamophobia; Muslims -- United States; Neoliberalism; Paul, Saint, Apostle; Poor -- Biblical teaching; Poor and the church; Poverty; Refugees, Muslim; Social classes -- United States; Tennessee -- Religion; United States -- Socio-economic conditions",,,,,,,,,,,,,,,10.1353/sce.2017.0005,2017,7/12/18 19:49,8/31/21 17:59,"Snarr, C. Melissa",,,,"C:\Users\xus12\Zotero\storage\N8QTRVNZ\Snarr - 2017 - Remembering the Poor Interfaith Collaboration, Ne.pdf",,,,,1540-7942,,1,,Journal of the Society of Christian Ethics,,,,EBSCOhost,,,,,,,,,25-44,,,,,2017,,,,,,,,,,,,,,,,,Remembering the Poor,,,,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=a6h&AN=ATLAiBCB170814001108&site=ehost-live&scope=site,,37,,Q95000047,KQNMJVKI,journalArticle,"Remembering the Poor: Interfaith Collaboration, Neoliberalism, and an Anti-Imperial Gospel",Journal of the Society of Christian Ethics
"Emerging from participant observation fieldwork in varied interfaith organizations, this essay argues that intentional interfaith engagement in the United States is a decidedly classed phenomenon that too rarely includes the presence and concerns of persons who are working poor. This dynamic is particularly problematic given religious entanglements with free-market capitalism and the specific political economic vulnerability and religious diversity of recent immigrants and refugees. Interfaith organizing models, especially with their inclusion of labor unions, offer an important balance in the ecology of interfaith engagement and resistance to the civil religion of neoliberalism. Through these place-based, consociational collaborations, labor organizations help faith communities historicize, conceptualize, and navigate complex economic dynamics while expanding labor's value-frameworks, forms of organizing, and apprehension of worker's faith-filled identities.",8/31/21 17:56,,,,,,,"Snarr, C. Melissa",capitalism; class; immigrants; inequality; interfaith; labor; organizing; refugees,,,,,,,,,,,,,,,10.1111/jore.12176,2017,8/31/21 17:56,8/31/21 17:56,"Snarr, C. Melissa",,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/jore.12176,C:\Users\xus12\Zotero\storage\FUGEG6HY\jore.html,,,,,1467-9795,,2,,,en,,,Wiley Online Library,,,,,,,,,255-277,,,,,2017,,,,,,,,,,,,,,,,,,,,,https://onlinelibrary.wiley.com/doi/abs/10.1111/jore.12176,,45,,Q95000146,IVA38JHS,journalArticle,Elaborating Faith,Journal of Religious Ethics
,,,,,,,,"Anderson, Victor",,,B832 .P765 1997,,,,,,,,,,,,,,1997,12/10/14 22:06,6/29/20 18:06,"Anderson, Victor",,"Hardwick, Charles; Crosby, Donald",,,,,,0-8204-3730-1,,,,,,,,,acorn.library.vanderbilt.edu Library Catalog,,,,,,,,,,New York,,,,1997,Peter Lang,,,,,,,,,,,,,,,,,,,,,,,,Q95149907,9VVPT9A8,bookSection,The Pragmatic Secularization of Theology,"Pragmatism, neo-pragmatism, and religion: conversations with Richard Rorty"
,,,,,,,,"Anderson, Victor",African Americans--Identity; African American men,"Olyan, Saul",,,,,,,,,,,,,,,1998,6/26/14 21:37,6/26/20 18:26,"Anderson, Victor",,,,,,,,0-19-511942-8,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001223611&site=ehost-live&scope=cite,,,,,,,,185-200,New York,,,,1998,Oxford University Press,,,,,,,,,,,,,,,,Deadly silence,,,,,,,,Q95152039,B4RT2UKS,bookSection,Deadly silence: reflections on homosexuality and human rights,Sexual orientation & human rights in American religious discourse
,,,,,,,,"Anderson, Victor",,,B944 .A37 R44 2000,,,,,,,,,,,,,,2000,12/10/14 21:57,12/10/14 21:59,"Anderson, Victor",,"Montmarquet, James; Hardy, William",,,,,,0-534-57393-2,,,,,,,,,acorn.library.vanderbilt.edu Library Catalog,,,,,,,,,,"Belmont, Calif.",,,,2000,Wadsworth Thompson Learning,,,,,,,,,,,,,,,,,,,,,,,,Q95154103,C2KM3BFW,bookSection,Ontological Blackness in Theology,Reflections: an anthology of African American philosophy
,,,,,,,,"Anderson, Victor",,,B945 .W434 C676 2001,,,,,,,,,,,,,,2001,12/10/14 22:02,6/29/20 15:37,"Anderson, Victor",,"Yancy, George",,,,,,0-631-22292-8,,,,,,,,,acorn.library.vanderbilt.edu Library Catalog,,,,,,,,,139-153,"Malden, Mass.",,,,2001,Wiley-Blackwell,,,,,,,,,,,,,,,,,,,,,,,,Q95645430,2X366JRA,bookSection,Is Cornel West also among the Theologians?,Cornel West: a critical reader
,,,,,,,,"Fernandez, Eleazar S.; Segovia, Fernando F.",Social justice; Liberation theology; United States--Minorities; Christianity/Church History--1900-1999; Minority Churches; Theology--United States; United States--Church history,,,,,,,,,,,,,,,,2001,5/21/14 15:13,5/21/14 15:13,"Segovia, Fernando F.",,,,,,,,1-57075-367-9,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000005468&site=ehost-live&scope=cite,,,,,,,,,"Maryknoll, N.Y",,,,2001,Orbis Books,,,,,,,,,,,,,,,,A dream unfinished,,,,,,,,Q95689061,87HHC5QW,book,A dream unfinished: theological reflections on America from the margins,
,,,,,,,,"Anderson, Victor",Liberation theology; Black theology; Narration; Slavery--United States,"Segovia, Fernando F.",,,,,,,,,,,,,,,2001,6/26/14 21:21,6/26/14 21:21,"Anderson, Victor",,,,,,,,1-57075-367-9,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000009256&site=ehost-live&scope=cite,,,,,,,,37-51,"Maryknoll, N.Y",,,,2001,Orbis Books,,,,,,,,,,,,,,,,,,,,,,,,Q95689098,SUUSGNMK,bookSection,Critical reflection on the problems of history and narrative in a recent African-American research program,Dream unfinished
,,,,,,,,"Anderson, Victor","Hermeneutics; Black theology; Theology--Methodology; African Americans--Religion; Slavery--United States; Long, Charles H, 1926-; Hopkins, Dwight N.","Pinn, Anthony B.",,,,,,,,,,,,,,,2001,6/26/14 21:28,6/29/20 16:12,"Anderson, Victor",,,,,,,,0-8264-1326-9,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000142320&site=ehost-live&scope=cite,,,,,,,,78-93,London,,,,2001,Continuum International Publishing Group,,,,,,,,,,,,,,,,"""We see through a glass darkly""",,,,,,,,Q95689328,RZWFBIDT,bookSection,"""We see through a glass darkly"": black narrative theology and the opacity of African American religious thought",Ties that bind: African American and Hispanic American/Latino/a theology in dialogue
,6/26/14 21:38,,,,,,,"Anderson, Victor",Peer reviewed,,,,,,,,,,,,,,,,9/1/97,6/26/14 21:38,6/7/18 19:32,"Anderson, Victor",,,,C:\Users\xus12\Zotero\storage\7D4HMSJH\Anderson - 1997 - Why Lord suffering and evil in Black theology.pdf,,,,,0011-1953,,3,,Cross Currents,,,,EBSCOhost,,,,,,,,,410-413,,,,,1997,,,,,,,,,,,,,,,,,Why Lord,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000358781&site=ehost-live,,47,,Q95691032,DCC37NA5,journalArticle,Why Lord?: suffering and evil in Black theology,Cross Currents
,,,,,,,,"Anderson, Victor","Homosexuality--Religious aspects--Encyclopedias; RELIGION / Religious Intolerance, Persecution & Conflict",,,,,,,,,,,,,,,,2007,12/10/14 22:21,7/1/20 16:59,"Anderson, Victor",,"Siker, Jeffrey S.",,,,,,978-0-313-33088-9,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=224799&site=ehost-live&scope=cite,,,,,,,,48-49,"Westport, Conn",,,,2007,Greenwood Publishing Group,,,,,,,,,,,,,,,,,,,,,,,,Q95691969,IPFRQWAB,encyclopediaArticle,African American Church Tradition,Homosexuality and Religion : An Encyclopedia
,,,,,,,,"Anderson, Victor",Secularization (Theology),"Brown, Delwin",,,,,,,,,,,,,,,2001,6/26/14 21:16,12/10/14 22:01,"Anderson, Victor",,,,,,,,978-0-19-514466-6,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000647206&site=ehost-live&scope=cite,,,,,,,,71-85,New York,,,,2001,Oxford Univ Press,,,,,,,,,,,,,,,,,,,,,,,,Q95693369,9CX8A2PK,bookSection,Secularization and the worldliness of theology,Converging on culture
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2010,12/10/14 0:57,12/10/14 1:01,"Anderson, Victor",,"Davidson, Jeanette",,,,,,,,,,,,,,,,,,,,,,,,260-281,Edinburgh,,,,2010,Edinburgh University Press,,,,,,,,,,Introducing Ethnic Studies,,,,,,,,,,,,,,Q95742260,UZ8P6F2A,bookSection,Theorizing African American Religion,African American Studies
,,,,,,,,"Anderson, Victor",,,,,,,,,,,,,,,,,2011,12/10/14 0:52,6/29/20 15:31,"Anderson, Victor",,"Recinos, Harold J",,,,,,,,,,,,,,,,,,,,,,,,179-193,"Lanham, MD",,,,2011,Rowman & Littlefield,,,,,,,,,,,,,,,,,,,,,,,,Q95746204,ZBKWPFU2,bookSection,Is America Possible?,Wading through many voices
,,,,,,,,,"Theology, Practical",,,,,,,,,,,,,,,,2019,6/11/20 18:56,9/1/20 15:46,"Miller-McLemore, Bonnie",First Edition.,"Miller-McLemore, Bonnie J.",,,,,,978-1-119-40847-5,,,,,,eng,,,catalog.library.vanderbilt.edu,,,,,,,,,,"Hoboken, NJ",,,,2019,Wiley,,,,,,,,,,,,,,,,,,,,,,,,Q95750158,CPCEDDJ6,book,The Wiley Blackwell reader in practical theology,
"""On January 17, 1776, one week after Thomas Paine published his incendiary pamphlet Common Sense, Connecticut minister Samuel Sherwood preached an equally patriotic sermon. ""God Almighty, with all the powers of heaven, are on our side,"" Sherwood said, voicing a sacred justification for war that Americans would invoke repeatedly throughout the struggle for independence. In Sacred Scripture, Sacred War, James Byrd offers the first comprehensive analysis of how American revolutionaries defended their patriotic convictions through scripture. Byrd shows that the Bible was a key text of the American Revolution. Indeed, many colonists saw the Bible as primarily a book about war. They viewed God as not merely sanctioning violence but actively participating in combat, playing a decisive role on the battlefield. When war came, preachers and patriots alike turned to scripture not only for solace but for exhortations to fight. Such scripture helped amateur soldiers overcome their natural aversion to killing, conferred on those who died for the Revolution the halo of martyrdom, and gave Americans a sense of the divine providence of their cause. Many histories of the Revolution have noted the connection between religion and war, but Sacred Scripture, Sacred War is the first to provide a detailed analysis of specific biblical texts and how they were used, especially in making the patriotic case for war. Combing through more than 500 wartime sources, which include more than 17,000 biblical citations, Byrd shows precisely how the Bible shaped American war, and how war in turn shaped Americans' view of the Bible.""--Publisher description.",,,,,,,,"Byrd, James P.","Bible Teachings; Bible Theology; Biblical teachings; Teachings of the Bible; Theology, Biblical; United States Church history 18th century; United States History Revolution, 1775-1783 Religious aspects Christianity; War Biblical teaching; War Religious aspects Christianity",,BS680 .W2 B97 2013,,,,,,,,,,,,,,2013,5/1/14 21:49,5/1/14 21:49,"Byrd, James P",,,,,,,,978-0-19-984349-7,,,,,,eng,,,Primo,,,,,,243,,,,New York,,,,2013,Oxford University Press,,,,,,,,,,,,,,,,"Sacred scripture, sacred war",,,,,,,,Q96154435,CXNWASTQ,book,"Sacred scripture, sacred war : the Bible and the American Revolution",
"$$C Contents: $$V The modern quest for the elusive <span class=""searchword"">Roger</span> <span class=""searchword"">Williams</span> -- The politics <span class=""searchword"">of</span> the Old Testament in New England -- A parable <span class=""searchword"">of</span> <span class=""searchword"">religious</span> <span class=""searchword"">liberty</span> : controversy over the weeds and wheat -- St. Paul and civil government in the Puritan colonies -- The apocalyptic struggle against colonial persecution : violence, <span class=""searchword"">liberty</span>, and the book <span class=""searchword"">of</span> Revelation -- <span class=""searchword"">Roger</span> <span class=""searchword"">Williams's</span> biblical challenge to America -- Appendix : a reference guide to <span class=""searchword"">Roger</span> <span class=""searchword"">Williams's</span> biblical interpretation. 1. A scripture index to The complete writings <span class=""searchword"">of</span> <span class=""searchword"">Roger</span> <span class=""searchword"">Williams</span>. 2. Ranking <span class=""searchword"">of</span> biblical chapter citations in <span class=""searchword"">Williams's</span> Complete writings. 3. Ranking <span class=""searchword"">of</span> biblical genre citations in <span class=""searchword"">Williams's</span> Complete writings. 4. Ranking <span class=""searchword"">of</span> citations <span class=""searchword"">of</span> biblical books in <span class=""searchword"">Williams's</span> Complete writings., John Louis Kelser Circulating Library.",,,,,,,,"Byrd, James P.","Christians Persecutions; Church and state United States; Church and state United States History 17th century; Freedom of religion United States History; Freedom of religion United States History 17th century; Intolerance; Liberty of conscience; Liberty of conscience United States History 17th century; Persecution; Persecution United States History 17th century; Religious persecution; Uilʹ︠i︡ams, Rodzher, 1604?-1683; United States Church history 17th century; Williams, Roger, 1604?-1683",,BR1608 .U6 B97 2002,,,,,,,,,,,,,,2002,5/1/14 21:50,7/13/20 18:07,"Byrd, James P",1st ed.,,,,,,,0-86554-771-8,,,,,,eng,,,Primo,,,,,,286,,,,"Macon, Ga",,,,2002,Mercer University Press,,,,,,,,,,,,,,,,The challenges of Roger Williams,,,,,,,,Q96156605,3IQWQ9T3,book,"The challenges of Roger Williams : religious liberty, violent persecution, and the Bible",
,,,,,,,,"Byrd, James P.","Bible; NEW England; PURITAN movements; RADICALISM; RADICALS; WILLIAMS, Roger, ca. 1604-1683",,,,,,,,,,,,,,,,1999-12,6/26/14 20:43,7/13/20 20:25,"Byrd, James P",,,,,,,,,,,,,,,,,EBSCOhost,http://search.ebscohost.com/login.aspx?direct=true&db=ahl&AN=45919441&site=ehost-live&scope=cite,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,Roger Williams's Radical Biblicism,,,,,,,,Q96159853,3X6ABPE4,thesis,Roger Williams's Radical Biblicism: Scripture versus Christendom in Puritan New England,
"$$C Contents: $$V The young <span class=""searchword"">Edwards</span> -- An affection <span class=""searchword"">for</span> revival -- Exodus from Northampton -- Freedom of the will? -- Original sin -- Creation and true virtue -- A legacy begun: the <span class=""searchword"">Edwards</span> ethos., John Louis Kesler Circulating Library.",,,,,,,,"Byrd, James P.","Edwards, Jonathan, 1703-1758; أدوردس، يوناثان",,BX7260 .E3 B97 2008,,,,,,,,,,,,,,2008,5/1/14 21:49,5/1/14 21:49,"Byrd, James P",1st ed.,,,,,,,978-0-664-23199-6,,,,,,eng,,,Primo,,,,,,195,,,,Louisville,,,,2008,Westminster John Knox Press,,,,,,,,,,,,,,,,,,,,,,,,Q96186037,JCBB9U4U,book,Jonathan Edwards for armchair theologians,
"James P. Byrd reminds us of the militaristic context in which Jonthan Edwards lived. Edwards himself was fully aware of the rivalry between Catholic France and Protestant England, and he saw the battles waged between these two powers on American soil as part of a larger cosmic struggle. What is sometimes forgotten, however, is that Edwards brought meaning to this setting by probing Scripture for what it had to say about war. Edwards preached a number of sermons on war during his lifetime, and from Scripture he found support for just wars and for the duty of citizens to serve in battle. By exploring Edwards' engagement with both the Old and New Testaments on war in his context, Byrd offers another angle on how Scripture shaped Edwards' life and thought, just as the issues of his day affected his reading of Scripture. © Oxford University Press 2018. All rights reserved.",,,Scopus,,,,,"Byrd, J.P.",Jonathan Edwards; War; Biblical interpretation; Catholic France; Just war theory; Military; Protestant England; Scripture,,,,,,,,,,,,,,,,2018,11/22/22 17:37,11/22/22 17:37,"Byrd, James P",,,DOI: 10.1093/oso/9780190249496.003.0012,C:\Users\xus12\Zotero\storage\25KGV5AS\display.html,,,,978-0-19-024949-6,,,,,,English,,,Scopus,,,,,,,,,192-211,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,Q96187147,35JFYMNF,bookSection,"Jonathan Edwards, war, and the Bible",Jonathan Edwards and Scripture: Biblical Exegesis in British North America
"In Edwards's thought, conversion was intimately connected to morality. Though the great moral philosophers of the Enlightenment claimed all people could be perfectly moral through their own efforts, for Edwards only the truly converted could be truly virtuous. Morality was closely related to spirituality. Only those with transformed affections could truly love as God loves. This intimate relationship between conversion and ethics then remained a persistent yet controversial theme in American theology. Historians recognize that successors of Edwards developed his ideas for benevolence in various directions, often agreeing but often departing from the ""letter"" of his ethical law to apply its ""spirit"" to urgent ethical issues. This chapter examines the connection between conversion and ethics in New England theology after Edwards, focusing specifically on case studies of slavery, war, and the biblical themes through which ministers envisioned these moral crises in relation to religious experience. © Oxford University Press 2012. All rights reserved.",,,Scopus,,,,,"Byrd, J.P.",Ethics; Benevolence; Jonathan Edwards; Moral philosophy; Slavery; War,,,,,,,,,,,,,,,,2012,11/22/22 17:38,11/22/22 17:38,"Byrd, James P",,,DOI: 10.1093/acprof:oso/9780199756292.003.0005,C:\Users\xus12\Zotero\storage\QP5GNHIN\display.html,,,,978-0-19-995037-9,,,,,,English,,,Scopus,,,,,,,,,1-8,,,,,2012,,,,,,,,,,,,,,,,,We Can If We Will,,,,,,,,Q96196809,4YJASKB6,bookSection,We Can If We Will: Regeneration and Benevolence,After Jonathan Edwards: The Courses of the New England Theology
