inventory_number,string
#1974.017,"Maki, Haku (1924-2000, born Asomachi, Ibaragi Province)"
#1974.018,"Chamberlain, Mitchell"
#1974.019,"Chamberlain, Mitchell"
#1974.020,"Chamberlain, Mitchell"
#1974.021,Artist Unknown
#1974.022,Artist Unknown
#1974.023,Artist Unknown
#1974.024,"Sherwin, John Keyse (English engraver and draftsman, 1751-1790)"
#1974.025,"Hogarth, William (English painter and engraver, 1697-1764)"
#1974.026,"Pontius, Paulus (Flemish draftsman and engraver, 1603-1658)"
#1974.027,"Hogarth, William (English painter and engraver, 1697-1764)"
#1974.028,"Masson, André (French painter and author, 1896-1987)"
#1974.029,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1974.030,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1974.031,"Thomas, Anne Wall (1928-2014, born Lilesville, NC, died Chapel Hill, NC)"
#1974.032,"Whitney, William"
#1975.001,"Nagler, Fred (American painter, 1891-1983)"
#1975.002,"Bramer, Leonard (Dutch painter and printmaker, 1596-1674)"
#1975.003,"Lotto, Lorenzo (attributed to) (1480-1556)"
#1975.004,Artist Unknown
#1975.005,Artist Unknown
#1975.006,"Valadon, Suzanne (French painter, model, 1865-1938)"
#1975.007,Artist Unknown
#1975.008,Artist Unknown
#1975.009,Artist Unknown
#1975.010,Artist Unknown
#1975.011,Artist Unknown
#1975.012,Artist Unknown
#1975.013,"Cavedone, Giacomo (Italian painter, 1577-1660)"
#1975.014,"Brockhurst, Gerald L. (British painter and printmaker, 1890-1978, active in United States)"
#1975.015,"Arms, John Taylor (American printmaker, 1887-1953)"
#1975.016,"Santamaria, Guillermo Silva (1921-2007, born Bogota, Colombia, died Norway)"
#1975.017,"Motherwell, Robert (American painter, printmaker, and author, 1915-1991)"
#1975.018,Artist Unknown
#1975.019,"Grooms, Red (American painter and sculptor, born 1937)"
#1975.020 ,Artist Unknown
#1975.022,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.023,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.024,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.025,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.026,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.027,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.028,"Biel-Bienne, Eugene (1910-1969, born Vienna, Austria)"
#1975.029,"Wiles, Irving Ramsay (American painter and illustrator, 1861-1948)"
#1975.030,"Bartolozzi, Francesco (Italian engraver, 1727-1815)"
#1975.031,Artist Unknown
#1975.032,Artist Unknown
#1975.033,Artist Unknown
#1975.034,"Sutherland, Thomas (English engraver, 1785-1838)"
#1975.035,"Perée, Jacques Louis (French printmaker, born 1769)"
#1975.036,Gremillier
#1975.037,"Guardi, Francesco, School of (1712-1793)"
#1975.039,Artist Unknown
#1975.043,"Benoist, Philippe (1813-)"
#1975.044,"Gould, John (British painter, ornithologist, 1804-1881)"
#1975.045,Lemercier
#1975.046,"Caldwall, James (English printmaker, 1739-1819)"
#1975.047,Artist Unknown
#1975.048,"Janscha, Laurenz (Austrian painter, printmaker, and collector, 1749-1812)"
#1975.049,"Daumier, Honoré (French painter, printmaker, and sculptor, 1808-1879)"
#1975.050,Artist Unknown
#1975.051,Artist Unknown
#1975.052,"LeQuire, Louise"
#1975.053,"Gwinn, John"
#1975.054,"Earlom, Richard (English printmaker, 1743-1822)"
#1975.055,"Bayer, Herbert (German or Austrian designer and painter, 1900-1985, active in the United States)"
#1975.056,"Marca-Relli, Conrad (American painter, 1913-2000)"
#1975.057,"Katsuda, Yukio (1941-)"
#1975.058,"Katsuda, Yukio (1941-)"
#1975.060,"Rouault, Georges (French painter and printmaker, 1871-1958)"
#1975.061,Artist Unknown
#1975.062,Artist Unknown
#1975.063,Artist Unknown
#1975.064,Artist Unknown
#1975.065,Artist Unknown
#1975.066,Artist Unknown
#1976.001,"Bleker, Gerrit Claesz (Dutch painter, active by 1625, died 1656)"
#1976.002,"Canova, Antonio (Italian sculptor, painter, draftsman, and architect, 1757-1822) attributed "
#1976.003,Artist Unknown
#1976.004,"Yoshida, Toshi (Japanese printmaker, 1911-1995)"
#1976.005,"Currier & Ives (American printing firm, 1834-1907)"
#1976.006,"Currier & Ives (American printing firm, 1834-1907)"
#1976.007,"Currier & Ives (American printing firm, 1834-1907)"
#1976.008,"Kokoschka, Oskar (Austrian painter and printmaker, 1886-1980)"
#1976.009,Artist Unknown
#1976.009,Artist Unknown
#1976.010,"Zuloaga, Ignacio (Spanish Basque painter, 1870-1945)"
#1976.011,"Kent, Rockwell (American painter, illustrator, and graphic artist, 1882-1971)"
#1976.012,Artist Unknown
#1976.013,"Arms, John Taylor (American printmaker, 1887-1953)"
#1976.014,"Salamanca, Antonio (Milanese engraver, ca. 1500-1562)"
#1976.015,"Arp, Hans (French sculptor, painter, and collagist, 1886-1966)"
#1976.016,"Bol, Ferdinand (Dutch history and portrait painter, 1616-1680)"
#1976.017,"Chapin, James Ormsbee (American painter, 1887-1975)"
#1976.018,Artist Unknown
#1976.019,"MacLean, William (1897-1977)"
#1976.020,"De Martelly, John Stockton (American printmaker, 1903-1979)"
#1976.021,"O'Higgins, Pablo (American painter and printmaker, 1904-1983)"
#1976.022,"Walker, Inez Nathaniel (American naive artist, 1911-1990)"
#1976.025,Artist Unknown
#1976.026,Artist Unknown
#1976.027,"Hofer, Karl (German painter, printmaker, and draftsman, 1878-1955)"
#1976.028,"Archipenko, Alexander (Ukrainian sculptor, 1887-1964, active in France and the United States)"
#1976.029,"Scharff, Edwin (German sculptor, painter, and printmaker, 1887-1955)"
#1976.030,"Heckel, Erich (German painter and printmaker, 1883-1970)"
#1976.031,"Ehrlich, Georg (British sculptor, painter, and illustrator, 1897-1966)"
#1976.032,"Masereel, Frans (Belgian painter and printmaker, 1889-1972)"
#1976.033,"Quest, Dan"
#1976.034,"Quest, Dan"
#1976.035,"Quest, Dan"
#1976.036,"Schmidt-Felling, Hans (1854-1910)"
#1977.001,"Buxkamper, Barry (1946-)"
#1977.002,"Mims, Thomas Puryear (American sculptor, 1906-1975)"
#1977.003,Artist Unknown
#1977.004,"Gordy, Robert (American painter, 1933-1986)"
#1977.005,"Barye, Antoine-Louis (French sculptor, 1796-1875)"
#1977.006,"Turchi, Alessandro (Italian painter, 1578-1649)"
#1977.007,"Goltzius, Hendrick (Dutch painter and printmaker, 1558-1617)"
#1977.008,"Thacker, Terry (1955-)"
#1977.009,"Villabrille y Ron, Juan Alonso (Spanish sculptor, 1663-after 1728)"
#1977.010,"Poole, Paul Falconer (British painter, 1807-1879)"
#1977.011,"Kollwitz, Käthe (German printmaker and sculptor, 1867-1945)"
#1977.012,Artist Unknown
#1977.013,"Earlom, Richard (English printmaker, 1743-1822)"
#1977.014,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1977.015,"Millet, Francis Davis (American illustrator and painter, 1846-1912)"
#1978.001,Artist Unknown
#1978.002,Artist Unknown
#1978.003,Ikkoku-sai
#1978.004,Artist Unknown
#1978.005,Artist Unknown
#1978.006,Artist Unknown
#1978.007,Artist Unknown
#1978.008,Artist Unknown
#1978.009,Artist Unknown
#1978.010,Artist Unknown
#1978.011,Artist Unknown
#1978.012,Artist Unknown
#1978.013,"Nakabayashi Chikudo (Japanese painter, 1776-1853)"
#1978.014,"Kanō Naonobu (Japanese painter, 1607-1650)"
#1978.015,"Unkoku,Tōteki (1606-1664)"
#1978.016,Artist Unknown
#1978.017,Artist Unknown
#1978.018,Artist Unknown
#1978.019,Artist Unknown
#1978.020,Artist Unknown
#1978.021,Artist Unknown
#1978.022,Artist Unknown
#1978.023,Artist Unknown
#1978.024,Artist Unknown
#1978.025,Artist Unknown
#1978.026,Artist Unknown
#1978.027,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1978.028,"Kasamatsu, Shiro (Japanese printmaker and painter, born 1898)"
#1978.029,"Kasamatsu, Shiro (Japanese woodcutter and painter, 1898-1991)"
#1978.030,Artist Unknown
#1978.031,Artist Unknown
#1978.032,Artist Unknown
#1978.034,"Bishop, Isabel (American painter and etcher, 1902-1988)"
#1978.035,"Bishop, Isabel (American painter and etcher, 1902-1988)"
#1978.036,Artist Unknown
#1978.038,Artist Unknown
#1978.039,Artist Unknown
#1978.040,"De Lue, Donald (American sculptor, 1897-1988)"
#1978.041,"Pearlstein, Philip (American painter and printmaker, born 1924)"
#1978.042,"Tokki (Kangetsu), Shitomi  (1747-1797)"
#1978.043,"Kuninao, (Utagawa Taizo)  (1793-1854)"
#1978.044,"Soken (Japanese painter, 1759-1818)"
#1978.045,"Ikeda Eisen (Japanese printmaker and painter, 1790-1848)"
#1978.046abc,Jichosai (Nichosai) (1781-1788)
#1978.047,"Nobushige, Takehara (Shunchosai) (1772-1801)"
#1978.048,"Nishikawa Sukenobu (Japanese printmaker, painter, and illustrator, 1671-1751)"
#1978.049abc,Artist Unknown
#1978.050,Artist Unknown
#1978.051,"Ikkyū Sōjun (Japanese priest, calligrapher, and painter, 1394-1481)"
#1978.052,"Matora, Oishi"
#1978.053,"Taito, Katsushika, II (Japanese printmaker, active ca. 1820-1850)"
#1978.054,"Nishikawa Sukenobu (Japanese printmaker, painter, and illustrator, 1671-1751)"
#1978.055,"Hotta, Renzan"
#1978.056,"Akatsuki, Kanenari"
#1978.057,"Soken (Japanese painter, 1759-1818)"
#1978.058,"Suzuki, Rinsho "
#1978.059,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1978.060,"Kawamura, Bunpo (1779-1821)"
#1978.062,"Utagawa Kuniyoshi (Japanese painter, printmaker, and illustrator, 1798-1861)"
#1978.063,Artist Unknown
#1978.064,"Sakai Hōitsu (Japanese painter, printmaker, and antiquarian, 1761-1828)"
#1978.065,Artist Unknown
#1978.066,Artist Unknown
#1978.067,Artist Unknown
#1978.068,Artist Unknown
#1978.069,"Kameda Bōsai (Japanese painter, 1752-1826)"
#1978.070,Artist Unknown
#1978.071,"Ryuho (Rippo), Hinaya (1597-1669)"
#1978.072,"Watanabe Kazan (Japanese painter, 1793-1841)"
#1978.073,"Morikuni, Tachibana  (1679-1748)"
#1978.074,Artist Unknown
#1978.075,"Kawamura, Bunpo (1779-1821)"
#1978.076,"Kawamura, Bunpo (1779-1821)"
#1978.077,"Shigemasa, Kitabatake  (1739-1820)"
#1978.078,Artist Unknown
#1978.079ab,"Nobushige (Shunchosai), Takehara (1772-1801)"
#1978.080bce,Shun'ei (Katsukawa Kyujiro) (1762-1819)
#1978.081ab,"Soken (Japanese painter, 1759-1818)"
#1978.082,"Akatsuki, Kanenari"
#1978.083egh,Artist Unknown
#1978.084 b&f,"Sadahide (Japanese woodcutter, 1807-1873)"
#1978.085,"Shusui, Shimokobe (or Sushuish, Shimokobe)"
#1978.086,"Soyen, Kabocha"
#1978.087,Artist Unknown
#1978.088,"Inoue, Kenroku Sensei"
#1978.089,Artist Unknown
#1978.090,Artist Unknown
#1978.091,Artist Unknown
#1978.092,Artist Unknown
#1978.093,Artist Unknown
#1978.094,Artist Unknown
#1978.095,"Hasegawa, Masanobu"
#1978.096,Artist Unknown
#1978.097,Artist Unknown
#1978.098,Artist Unknown
#1978.099,Artist Unknown
#1978.100,Artist Unknown
#1978.101,Artist Unknown
#1978.102,Artist Unknown
#1978.103a,"Kikuchi, Tsunejiro (Kilauchi Hobun) (1862-1918)"
#1978.104,Artist Unknown
#1978.105a,"Hoko, Ichimosai"
#1978.106,"Hōko, Ichimosai"
#1978.107,Artist Unknown
#1978.108,Artist Unknown
#1978.109,Artist Unknown
#1978.110,Artist Unknown
#1978.111a,"Kawanabe Kyōsai (Japanese painter, 1831-1889)"
#1978.112abc,Artist Unknown
#1978.113,"Utagawa Kunisada (Japanese printmaker and illustrator, 1786-1864)"
#1978.114,"Suzuki Harunobu (Japanese printmaker, 1725-1770)"
#1978.115abc,Artist Unknown
#1978.116,Artist Unknown
#1978.117ab,"Hishikawa Moronobu (Japanese printmaker, ca. 1620-1694)"
#1978.118,Artist Unknown
#1978.120,"Nishikawa, Harunobu"
#1978.121,"Kinsai, Dojin"
#1978.122,"Matsutaka, Saishuntei"
#1978.123,Artist Unknown
#1978.124,Artist Unknown
#1978.125,Artist Unknown
#1978.126,Artist Unknown
#1978.127,"Ogata Kenzan (Japanese potter, calligrapher and painter, 1663-1743)"
#1978.128,Artist Unknown
#1978.129,Artist Unknown
#1978.130,"Ichida, Jirobei"
#1978.131,Artist Unknown
#1978.132,Artist Unknown
#1978.133,Baisetsudo (1751-1764)
#1978.134,Nishikawa
#1978.135,Artist Unknown
#1978.136,Artist Unknown
#1978.137a&b,Artist Unknown
#1978.138,Artist Unknown
#1978.139,Artist Unknown
#1978.140,Artist Unknown
#1978.141,Artist Unknown
#1978.142,"Mitsunobu, Hasegawa (Eishun) (1790-1848)"
#1978.143a&b,Artist Unknown
#1978.144,Artist Unknown
#1978.145,"Kitao Shigemasa (Japanese printmaker and poet, 1739-1820)"
#1978.146,Artist Unknown
#1978.147,"no Yorimitsu, Minamoto"
#1978.148,Artist Unknown
#1978.149,Artist Unknown
#1978.150,Artist Unknown
#1978.151,"Hokusai, Katsushika (Japanese printmaker and painter, 1760-1849)"
#1978.152abc,Artist Unknown
#1978.153,Hanabusa Itcho (1652-1724)
#1978.154,Artist Unknown
#1978.155,Artist Unknown
#1978.156,"Morishima, Chura Nakayoshi"
#1978.157,Artist Unknown
#1978.158,"Kitao Masanobu (Japanese printmaker, illustrator, and writer, 1761-1816)"
#1978.159,"Itakura, Shukuei"
#1978.160,Artist Unknown
#1978.161ab,Artist Unknown
#1978.162,Artist Unknown
#1978.163,Artist Unknown
#1978.164,Artist Unknown
#1978.165ab,Artist Unknown
#1978.166,Artist Unknown
#1978.167,Artist Unknown
#1978.168,"Kitao Masayoshi (Japanese painter and printmaker, 1761-1824)"
#1978.169,Artist Unknown
#1979.0001,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0002,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0003,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0004,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0005,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0006,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0007,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0008,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0009,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0010,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0011,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0012,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0013,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0014,"Penfold, Frank C. (American painter, 1849-1940)"
#1979.0015,"Meteyard, Thomas Buford (American painter and illustrator, 1865-1928)"
#1979.0016,"Boyd-Smith, E. (British draftsman, 1860-1943)"
#1979.0017,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0018,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0019,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0020,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0021,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0022,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0023,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0024,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0025,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0026,"Kahn, Wolf (American painter, born 1927)"
#1979.0027,Artist Unknown
#1979.0028,"Miller, Kenneth Hayes (American painter, printmaker, and sculptor, 1876-1952)"
#1979.0029,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0030,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0031,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0032,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0033,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0034,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0035,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0036,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0037,"Wildner, Werner (1925-2004, born Witten, Germany)"
#1979.0048,"Tōyō Sesshū (Japanese painter and monk, 1420-1506)"
#1979.0054,"Carsman, Jon (American painter, 1944-1987)"
#1979.0055,"Kienholz, Edward (American sculptor, 1927-1994)"
#1979.0056,"Beaudin, André Gustave (French painter, sculptor, and printmaker, 1895-1979)"
#1979.0057,"Arikha, Avigdor (Israeli painter, printmaker, and art historian, 1929-2010, active in France)"
#1979.0058,"Velde, Bram van (Dutch painter and printmaker, 1895-1981)"
#1979.0059,"Dubuffet, Jean (French painter, sculptor, printmaker, 1901-1985)"
#1979.0060,"Hanson, Duane (American sculptor, 1925-1996)"
#1979.0061,"Hélion, Jean (French painter, 1904-1987)"
#1979.0062,"Lichtenstein, Roy (American painter, sculptor, and printmaker, 1923-1997)"
#1979.0063,"Ubac, Raoul (Belgian painter, sculptor, and printmaker, 1910-1985, active in France)"
#1979.0064,"Tanning, Dorothea (American painter, lithographer, and sculptor, 1910-2012)"
#1979.0065,"Nevelson, Louise (American sculptor, 1899-1988)"
#1979.0066,"Bury, Pol (Belgian painter, sculptor, and graphic artist, 1922-2005)"
#1979.0067,Artist Unknown
#1979.0068,Artist Unknown
#1979.0069,Artist Unknown
#1979.0070,Artist Unknown
#1979.0071,Artist Unknown
#1979.0072,Artist Unknown
#1979.0073,Artist Unknown
#1979.0074,"Rembrandt van Rijn (Dutch painter, draftsman, and printmaker, 1606-1669)"
#1979.0075,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0076,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0077,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0078,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0079,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0080,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0081,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0082,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0083,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0084,"Breker, Arno (German sculptor, 1900-1991)"
#1979.0085,Artist Unknown
#1979.0086,"Kauffmann, Angelica (attributed to) (1741-1807)"
#1979.0086,"Kauffmann, Angelica (attributed to) (1741-1807)"
#1979.0087,Artist Unknown
#1979.0088,Artist Unknown
#1979.0089,"Weston, Harold (American painter, 1894-1972)"
#1979.0090,"Weston, Harold (1894-1972, born Merion, PA, died New York, NY)"
#1979.0091,"Huggins, Victor (1936-)"
#1979.0092,"Huggins, Victor (1936-)"
#1979.0093,"Bishop, Isabel (American painter and etcher, 1902-1988)"
