accession_number,qid,label_en,description_en,creator,instance_of,inception_val,inception_earliest_date_val,inception_latest_date_val,height_val,width_val,thickness_val,diameter_val,style_period,rights,media_url,status
1979.0600P,Q103298288,Ceremonial hatchet with a snakeskin covered handle,weapon by Artist Unknown,Q4233718,Q728,,,,15.25,7,,,,,https://forum.jstor.org/assets/26754811/representation-view,unknown
1979.1024P,Q106568480,Arrowhead,weapon by Artist Unknown,Q4233718,Q728,,,,3.75,0.5,,,,,https://forum.jstor.org/assets/26755235/representation-view,unknown
1985.078,Q102962054,Belt buckle with a design of a beast,work of art by Artist Unknown,Q4233718,Q838948,,,,2,2.5,,,,,https://forum.jstor.org/assets/26755872/representation-view,unknown
1992.449,Q102962276,"Block with Three Rice Cake Molds; On One Side, a Lotus Blossom and a Lotus Petal, and on the Other, a Lotus Leaf",work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.25,6.25,,,,https://forum.jstor.org/assets/26756766/representation-view,unknown
1992.447,Q102962281,Block with Two Circular Rice Cake Molds (See Notes),work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,7.25,2.75,,,,https://forum.jstor.org/assets/26756764/representation-view,unknown
1993.189,Q102962760,Bronze gong,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757061/representation-view,unknown
1993.069,Q102962766,Bronze mirror with a design of phoenix and bamboo,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26756940/representation-view,unknown
1994.495,Q102964625,Drum,work of art by Artist Unknown,Q4233718,Q838948,,,,3.5,5.25,5.25,,,,https://forum.jstor.org/assets/26757516/representation-view,unknown
1992.498,Q102965558,Fuchi (Sword Handle Ferrule) with a Design of a Chinese-Style Building and Landscape with a Figure and a Flag,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,0.75,1.5,,,,https://forum.jstor.org/assets/26756815/representation-view,unknown
1992.078,Q102965596,Fuchi (Sword Handle Ferrule) with a Design of Chrysanthemums,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,1.5,0.5,,,,https://forum.jstor.org/assets/26756393/representation-view,unknown
1994.172,Q102965859,Green jade dish,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757294/representation-view,unknown
1994.486,Q102965912,Hair comb with Indian and European figures,work of art by Artist Unknown,Q4233718,Q838948,,,,4,9.5,,,,,https://forum.jstor.org/assets/26757507/representation-view,unknown
1992.490A-C,Q102966433,Inro (Medicine Container) with a Landscape Design on Both Sides and a Netsuke (Toggle) in the Form of a Man Standing with Right Foot Raised,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26756807/representation-view,unknown
1992.523,Q102966827,Kanzashi (Woman's Hair Ornament) (See Notes),work of art by Artist Unknown,Q4233718,Q838948,,,,2.25,3.75,,,,,https://forum.jstor.org/assets/26756840/representation-view,unknown
1992.524,Q102966833,Kanzashi (Woman's Hair Ornament) Comb with a Design of Branches of Flowers and Leaves,work of art by Artist Unknown,Q4233718,Q838948,,,,1.75,3.75,,,,,https://forum.jstor.org/assets/26756841/representation-view,unknown
1992.527,Q102966840,Kanzashi (Woman's Hair Ornament) Comb with a Design of Geese Flying Over Dew-Covered Grasses,work of art by Artist Unknown,Q4233718,Q838948,,,,1.5,3.5,,,,,https://forum.jstor.org/assets/26756844/representation-view,unknown
1992.526,Q102966851,Kanzashi (Woman's Hair Ornament) Comb with a Design of Kikyo (Chinese Balloon Flowers),work of art by Artist Unknown,Q4233718,Q838948,,,,1.75,4.25,,,,,https://forum.jstor.org/assets/26756843/representation-view,unknown
1992.525,Q102966860,Kanzashi (Woman's Hair Ornament) Comb with Inlaid and Perforated Floral Motifs,work of art by Artist Unknown,Q4233718,Q838948,,,,2.25,4.25,,,,,https://forum.jstor.org/assets/26756842/representation-view,unknown
1992.522,Q102966866,Kanzashi (Woman's Hair Ornament); Comb with a Design of Water and Chrysanthemums,work of art by Artist Unknown,Q4233718,Q838948,,,,1.75,3.75,,,,,https://forum.jstor.org/assets/26756839/representation-view,unknown
1992.528,Q102966871,Kanzashi (Woman's Hair Ornament); Comb with Appliqué Design of Lilies and an Ivory Motif of the Sun Rising Over Waves,work of art by Artist Unknown,Q4233718,Q838948,,,,2.5,3.25,,,,,https://forum.jstor.org/assets/26756845/representation-view,unknown
1982.004,Q102966897,Kashira (pummel cap) of a Japanese sword,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,,unknown
1982.001,Q102968179,Lion dogs sword ornaments,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26755619/representation-view,unknown
1994.518,Q102968494,Mbuya (initiation mask),work of art by Artist Unknown,Q4233718,Q838948,,,,11,12.5,13,,,,https://forum.jstor.org/assets/26757539/representation-view,unknown
1992.165,Q102968852,Netsuke (Toggle) in the Form of a Chrysanthemum,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,0.75,1.75,,,,https://forum.jstor.org/assets/26756480/representation-view,unknown
1992.163,Q102968858,Netsuke (Toggle) in the Form of a Cicada,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,2.5,,,,,https://forum.jstor.org/assets/26756478/representation-view,unknown
1992.176,Q102968862,Netsuke (Toggle) in the Form of a Crab and Seashells,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,0.75,1.5,,,,https://forum.jstor.org/assets/26756491/representation-view,unknown
1992.158,Q102968867,Netsuke (Toggle) in the Form of a Dragon in Clouds,work of art by Artist Unknown,Q4233718,Q838948,,,,1.5,1.75,,,,,https://forum.jstor.org/assets/26756473/representation-view,unknown
1992.157,Q102968882,Netsuke (Toggle) in the Form of a Human Skull,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,1.75,,,,,https://forum.jstor.org/assets/26756472/representation-view,unknown
1992.155,Q102968889,Netsuke (Toggle) in the Form of a Lotus Leaf,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,2.5,2.5,,,,https://forum.jstor.org/assets/26756470/representation-view,unknown
1992.169,Q102968899,"Netsuke (Toggle) in the Form of a Man on a Fish, with an Ojime (Closing Bead) on Cord",work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,1,1.75,,,,https://forum.jstor.org/assets/26756484/representation-view,unknown
1992.173,Q102968905,Netsuke (Toggle) in the Form of a Man with a Sack,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,1.25,1.25,,,,https://forum.jstor.org/assets/26756488/representation-view,unknown
1992.164,Q102968913,Netsuke (Toggle) in the Form of a Sunburst with a Silver Ball in the Center,work of art by Artist Unknown,Q4233718,Q838948,,,,0.5,1.25,1.5,,,,https://forum.jstor.org/assets/26756479/representation-view,unknown
1992.162,Q102968923,Netsuke (Toggle) in the Form of Half of a Chrysanthemum,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,1.75,,,,,https://forum.jstor.org/assets/26756477/representation-view,unknown
1992.153,Q102968931,Netsuke (Toggle) in the Form of Mushrooms,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,1.5,,,,,https://forum.jstor.org/assets/26756468/representation-view,unknown
1992.154,Q102968937,Netsuke (Toggle) in the Form of Two Chestnuts,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,1.25,,,,,https://forum.jstor.org/assets/26756469/representation-view,unknown
1992.172,Q102968943,Netsuke (Toggle) in the Form of Two Mice on a Seashell,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,1.5,2.25,,,,https://forum.jstor.org/assets/26756487/representation-view,unknown
1994.133,Q102969541,Paired carp,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757248/representation-view,unknown
1988.128,Q102969670,Pen and ink holder,work of art by Artist Unknown,Q4233718,Q838948,,,,1.5,8,,,,,https://forum.jstor.org/assets/26756188/representation-view,unknown
1994.225,Q102969774,Pitcher with stamped abstract signs,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757346/representation-view,unknown
1992.445,Q102970395,Rice Cake Mold (2 parts) with a Design of an Open Folding Fan,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.5,6.5,,,,https://forum.jstor.org/assets/26756762/representation-view,unknown
1992.444,Q102970401,Rice Cake Mold (2 parts) with a Design of Pine Branches Against a Full Moon,work of art by Artist Unknown,Q4233718,Q838948,,,,3.75,3.75,7.5,,,,https://forum.jstor.org/assets/26756761/representation-view,unknown
1992.454A&B,Q102970406,Rice Cake Mold (2 parts) with a Design of Thirteen Bamboo Shoots,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,2.75,12.75,,,,https://forum.jstor.org/assets/26756771/representation-view,unknown
1992.456,Q102970425,Rice Cake Mold with a Design of a Bamboo Shoot,work of art by Artist Unknown,Q4233718,Q838948,,,,1,2.5,4.75,,,,https://forum.jstor.org/assets/26756773/representation-view,unknown
1992.450,Q102970430,Rice Cake Mold with a Design of a Basket of Peaches and Pomegranates,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.75,14.25,,,,https://forum.jstor.org/assets/26756767/representation-view,unknown
1992.457,Q102970438,Rice Cake Mold with a Design of a Peony,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.5,13.75,,,,https://forum.jstor.org/assets/26756774/representation-view,unknown
1992.446,Q102970446,Rice Cake Mold with a Design of a Pine Tree and Bamboo Grass,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,5.25,7.25,,,,https://forum.jstor.org/assets/26756763/representation-view,unknown
1992.442,Q102970454,"Rice Cake Mold with a Design of a Tortoise on One Side, a Crane on the Other",work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.5,6.5,,,,https://forum.jstor.org/assets/26756759/representation-view,unknown
1992.455,Q102970459,Rice Cake Mold with a Design of a Twelve-Petalled Chrysanthemum and a Peach,work of art by Artist Unknown,Q4233718,Q838948,,,,1,3.25,8.5,,,,https://forum.jstor.org/assets/26756772/representation-view,unknown
1992.458,Q102970464,Rice Cake Mold with a Design of Five Drinking Gourds,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,1.75,11.5,,,,https://forum.jstor.org/assets/26756775/representation-view,unknown
1992.460,Q102970468,Rice Cake Mold with a Design of Five Squares with Five Variations of the Character for Good Fortune (Fuku),work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,2,15.25,,,,https://forum.jstor.org/assets/26756777/representation-view,unknown
1992.459,Q102970472,Rice Cake Mold with a Design of Five Tortoises,work of art by Artist Unknown,Q4233718,Q838948,,,,1,2.25,14.75,,,,https://forum.jstor.org/assets/26756776/representation-view,unknown
1992.451,Q102970480,"Rice Cake Mold with a Design of Mt. Fuji, Pine, a Bird, Two Fruits, and Clouds",work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4.75,9,,,,https://forum.jstor.org/assets/26756768/representation-view,unknown
1992.453,Q102970490,"Rice Cake Mold with a Design of Two Deer on One Side, Pine Trees on the Other",work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,4,6.5,,,,https://forum.jstor.org/assets/26756770/representation-view,unknown
1992.443,Q102970496,"Rice Cake Mold with a Design on one Side of Two Stylized Flowers, Another Flower on the Other Side",work of art by Artist Unknown,Q4233718,Q838948,,,,1,3.5,6.75,,,,https://forum.jstor.org/assets/26756760/representation-view,unknown
1999.246,Q102973338,Standing figure of woman with a bag,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26758468/representation-view,unknown
1996.173,Q102973472,Storage box (reproduction),work of art by Artist Unknown,Q4233718,Q838948,,,,5.75,15,4.25,,,,https://forum.jstor.org/assets/26757859/representation-view,unknown
1992.497,Q102973624,Suiteki (Water Dropper) in the Form of a Boat,work of art by Artist Unknown,Q4233718,Q838948,,,,0.75,1.5,3.5,,,,https://forum.jstor.org/assets/26756814/representation-view,unknown
1992.359,Q102973634,Suiteki (Water Dropper) in the Form of the Magic Kettle and Badger,work of art by Artist Unknown,Q4233718,Q838948,,,,1.25,2,2.25,,,,https://forum.jstor.org/assets/26756676/representation-view,unknown
1993.190,Q102975107,Three-tiered food container with design of baskets of flowers on one side and flowers on the other,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757062/representation-view,unknown
1992.179,Q102975492,Tsuba (Sword Guard) with a Design of Birds and Bird Net,work of art by Artist Unknown,Q4233718,Q838948,,,,3.25,3.25,,,,,https://forum.jstor.org/assets/26756494/representation-view,unknown
1986.024,Q102976904,Wall Plaque with red and gold design of dragon and clouds,work of art by Artist Unknown,Q4233718,Q838948,,,,8.5,18.5,,,,,https://forum.jstor.org/assets/26755940/representation-view,unknown
1986.023,Q102976911,Wall plaque with red and gold design of musicians and merrymakers,work of art by Artist Unknown,Q4233718,Q838948,,,,12.5,16,,,,,https://forum.jstor.org/assets/26755939/representation-view,unknown
1979.0421P,Q102976928,Water Bottle,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26754633/representation-view,unknown
1994.171,Q102977068,White jade dish,work of art by Artist Unknown,Q4233718,Q838948,,,,,,,,,,https://forum.jstor.org/assets/26757293/representation-view,unknown
1992.148,Q102977291,"Wood Block with a Design of a Building on One Side, Figures on the Other",work of art by Artist Unknown,Q4233718,Q838948,,,,9.5,13.5,,,,,https://forum.jstor.org/assets/26756463/representation-view,unknown
1992.149,Q102977313,Wood Block with a Design of Flowers and Railing,work of art by Artist Unknown,Q4233718,Q838948,,,,9.5,13.5,,,,,https://forum.jstor.org/assets/26756464/representation-view,unknown
1989.004,Q103296962,Antique white jade garment hook,work of art by Artist Unknown,Q4233718,Q838948,,,,2.5,0.5,0.25,,,,https://forum.jstor.org/assets/26756212/representation-view,unknown
1992.377,Q103297030,Arm Rest with a Design of Grass Orchids and a Poem,work of art by Artist Unknown,Q4233718,Q838948,,,,6.5,1.75,,,,,https://forum.jstor.org/assets/26756694/representation-view,unknown
1992.376,Q103297038,Arm Rest with an Owl in a Tree and a Crescent Moon,work of art by Artist Unknown,Q4233718,Q838948,,,,9.5,2.25,,,,,https://forum.jstor.org/assets/26756693/representation-view,unknown
1992.381,Q103297050,"Arm Rest with Landscape Design of Mountains, Trees, Rocks, and a Pavilion",work of art by Artist Unknown,Q4233718,Q838948,,,,6.5,2.25,,,,,https://forum.jstor.org/assets/26756698/representation-view,unknown
1994.478,Q103297330,Belt,work of art by Artist Unknown,Q4233718,Q838948,,,,18,4.5,,,,,https://forum.jstor.org/assets/26757499/representation-view,unknown
1999.244,Q103297918,"Buddha wearing a plain monastic robe, in painted headdress, seated in dhyanasana position, hands in dhyana, seated on lotus base",work of art by Artist Unknown,Q4233718,Q838948,,,,12.5,7.25,5,,,,https://forum.jstor.org/assets/26758466/representation-view,unknown
1992.380,Q103298335,Chashaku (tea scoop) with a design of a Banana Leaf,work of art by Artist Unknown,Q4233718,Q838948,,,,6.5,1.75,,,,,https://forum.jstor.org/assets/26756697/representation-view,unknown
1992.473,Q103298503,"Circular Mirror with a Design of the Character for Long Life (kotobuki), and Chrysanthemums",work of art by Artist Unknown,Q4233718,Q838948,,,,5.75,3.25,,,,,https://forum.jstor.org/assets/26756790/representation-view,unknown
1992.477,Q103298515,Circular Mirror with a Tortoise-Shell Pattern with Floral Motifs in Hexagons,work of art by Artist Unknown,Q4233718,Q838948,,,,5.5,3,,,,,https://forum.jstor.org/assets/26756794/representation-view,unknown
1992.493,Q103299697,Eyeglass Case,work of art by Artist Unknown,Q4233718,Q838948,,,,6.5,1.5,0.75,,,,https://forum.jstor.org/assets/26756810/representation-view,unknown
1992.492,Q103299706,Eyeglass Case with a Design of a Leaping Carp and a Reed,work of art by Artist Unknown,Q4233718,Q838948,,,,6.5,1.75,0.75,,,,https://forum.jstor.org/assets/26756809/representation-view,unknown
1994.481,Q103299974,Finial with a design of a standing figure flanked by two serpents,work of art by Artist Unknown,Q4233718,Q838948,,,,4.75,2.5,0.5,,,,https://forum.jstor.org/assets/26757502/representation-view,unknown
1996.190,Q103300773,Hair oil bottle with design in blue underglaze of samisen plectrum and six Chinese good luck symbols,work of art by Artist Unknown,Q4233718,Q838948,,,,3.25,1.5,1.25,,,,https://forum.jstor.org/assets/26757881/representation-view,unknown
1994.411,Q103301018,Head to a cane or staff,work of art by Artist Unknown,Q4233718,Q838948,,,,12.5,4,1.5,,,,https://forum.jstor.org/assets/26757432/representation-view,unknown
1992.368,Q103301141,Hexagonal Incense Burner  with Floral Motifs on Background Meander Pattern,work of art by Artist Unknown,Q4233718,Q838948,,,,2.5,2.25,2.25,,,,https://forum.jstor.org/assets/26756685/representation-view,unknown
1987.006,Q103301302,Hot water heater and teapot with cloisonné insets,work of art by Artist Unknown,Q4233718,Q838948,,,,9.5,5.75,,,,,https://forum.jstor.org/assets/26755998/representation-view,unknown
1994.429,Q103301583,Incense burner,work of art by Artist Unknown,Q4233718,Q838948,,,,3.25,1.25,2.25,,,,https://forum.jstor.org/assets/26757450/representation-view,unknown
