orcid,givenNames,familyName,startDate,endDate,department,organization
0000-0003-0018-9176,Derek,Griffith,2018,,"Center for Medicine, Health, & Society",Vanderbilt University
0000-0003-0018-9176,Derek,Griffith,2012,2018,"Center for Medicine, Health, & Society",Vanderbilt University
0000-0001-6313-1233,Anna Grace,Kelly,2020-07-01,,Department of Psychiatry,Vanderbilt University Medical Center
0000-0002-3508-7682,Gabriela,Andrejeva,2015-09-19,2019-02-08,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0001-7505-6023,Ashok,Sharma,2009-01-26,2012-10-12,Division of Surgical Oncology,Vanderbilt University Medical Center
0000-0003-0423-4966,Andrea,Murad,2015-07-01,2017-12-31,"Department of Medicine, Division of Cardiovascular Medicine",Vanderbilt University Medical Center
0000-0002-8745-8801,Eduard,Chekmenev,2009-07-01,2018-03-31,Radiology and Radiological Sciences,Vanderbilt University Medical Center
0000-0001-6262-110X,Nihad,Daidzic,1995,1997,Mechanical and Aerospace Engineering/CMRA,Vanderbilt University
0000-0003-4180-8180,Mitra,Mehrad,2016,,"Pathology, Microbiology and Immunology",Vanderbilt University Medical Center
0000-0003-1583-7121,Tucker,Netherton,2013-08-15,2014-05-01,Physics,Vanderbilt University
0000-0003-1583-7121,Tucker,Netherton,2012-07-01,2013-07-01,Environmental Health and Safety,Vanderbilt University
0000-0001-5506-2768,Lueder Alexander,Kahrs,2010-11-01,2012-10-31,Otolaryngology,Vanderbilt University Medical Center
0000-0003-3797-4776,Sohee,Park,2000-09-01,,Psychology,Vanderbilt University
0000-0001-8643-5096,Serk In,Park,2015-05,,Medicine,Vanderbilt University School of Medicine
0000-0001-8643-5096,Serk In,Park,2012-05,2015-05,Medicine,Vanderbilt University School of Medicine
0000-0002-5981-0900,Donna,Ingles,2015-10-12,,Vanderbilt Institute for Global Health,Vanderbilt University Medical Center
0000-0003-3632-4587,Rebekah,Brown,2020-07-01,,"Department of Pediatrics Division of Allergy, Immunology and Pulmonary Medicine",Vanderbilt University Medical Center
0000-0003-3632-4587,Rebekah,Brown,2010-07-01,2020-06-30,"Department of Pediatrics Division of Allergy, Immunology and Pulmonary Medicine",Vanderbilt University Medical Center
0000-0003-3632-4587,Rebekah,Brown,2007-07-01,2010-06-30,"Department of Pediatrics Division of Allergy, Immunology and Pulmonary Medicine",Vanderbilt University Medical Center
0000-0003-3618-0149,Vikram,Tiwari,2014,,Biomedical Informatics,Vanderbilt University
0000-0003-3618-0149,Vikram,Tiwari,2012,,"Anesthesiology, ",Vanderbilt University
0000-0002-1053-8360,marc,bennett,2005-07-01,,Otolaryngology,Vanderbilt University Medical Center
0000-0003-0020-4866,Md. Jashim,Uddin,2016-01-01,,Biochemistry,Vanderbilt University
0000-0003-0020-4866,Md. Jashim,Uddin,2005-07-01,2015-12-31,Biochemistry,Vanderbilt University Medical Center
0000-0002-9033-9942,Bartholomew,Roland,2020-01,,Vanderbilt Institute for Clinical & Translational Research,Vanderbilt University Medical Center
0000-0002-9033-9942,Bartholomew,Roland,2014-04-01,2019-01-06,Biological Sciences,Vanderbilt University
0000-0002-5267-8951,Vance,Albaugh,2011-06-25,2019-06-30,Department of Surgery,Vanderbilt University Medical Center
0000-0001-7305-8738,Staci,Sudenga,2016-09-01,,Medicine,Vanderbilt University Medical Center
0000-0002-6702-5865,steve,graham,2005-12-01,2012-09-01,special education,Vanderbilt University
0000-0003-0147-7778,Andre,Lagrange,,,,Vanderbilt University
0000-0001-5307-2559,Muhammad Ameen,Rauf,2019-10-01,,Surgery,Vanderbilt University Medical Center
0000-0001-9846-8223,Monica Valeria,Estrada,2013-07,2016-06,Breast Cancer Research Program-Breast SPORE,Vanderbilt University
0000-0002-6643-8991,Maria,Powell,2018-11-01,,Otolaryngology,Vanderbilt University Medical Center
0000-0002-6643-8991,Maria,Powell,2015-12-01,2018-10-31,Otolaryngology,Vanderbilt University Medical Center
0000-0002-3162-4874,Hüseyin,Göksu,1998,2000,Physics and Astronomy,Vanderbilt University
0000-0002-9766-1424,Muhammad Hashim ,Hayat,,,Gastroenterology,Vanderbilt University Medical Center
0000-0001-7924-3002,Bruce,Morrill,2011-08-16,,Divinity,Vanderbilt University
0000-0002-1916-975X,Garrett,Kaas,2016-08,,Pharmacology,Vanderbilt University
0000-0002-8166-142X,Robert,Lee,2005-08,2010-07,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0002-0668-6096,Warren,Zimmer,1984-06,1988-04,Pharmacology,Vanderbilt University School of Medicine
0000-0001-9974-6213,Eleonora,Savio-Galimberti,2009-07-01,2015-07-31,Medicine,Vanderbilt University
0000-0003-0927-5361,Hyeon-Seung,Lee,2015-08-13,2023-05-12,Psychological Science,Vanderbilt University
0000-0001-7300-6276,David,Haynes,1994-05-03,,Otolaryngology,Vanderbilt University Medical Center
0000-0002-1476-4883,Denis,Akan,2015-11,2018-10-31,Department of Biochemistry,Vanderbilt University School of Medicine
0000-0003-1850-5579,Michael,Thompson,2000-12,2004-04,Pathology,Vanderbilt University
0000-0003-4280-8465,Piyoosh Kumar,Babele,2018-12-21,,Chemical and Biomolecular Engineering,Vanderbilt University
0000-0001-8361-9885,Anthony,Daniels,2013-09-01,,Ophthalmology & Visual Sciences,Vanderbilt University Medical Center
0000-0002-8321-6864,Pora,Kim,2014-11-01,2015-12-31,Biomedical Informatics Department,Vanderbilt University Medical Center
0000-0001-7712-013X,Rafael,Arrojo e Drigo,2020-07-16,,Molecular Physiology and Biophysics,Vanderbilt University
0000-0002-0424-8252,Charles,Hong,2012,2018,"Medicine, Cardiovascular",Vanderbilt University School of Medicine
0000-0002-0424-8252,Charles,Hong,2006,2012,"Medicine, Cardiovascular",Vanderbilt University School of Medicine
0000-0002-2701-415X,Edward,Hubbard,2009-01-01,2012-08-21,Psychology and Human Development,Vanderbilt University
0000-0002-7284-1306,Son,Doan,2009-02,2010-06,,Vanderbilt University School of Medicine
0000-0003-0949-7351,Stephen,Rees,2012-07,,Institute for Software Integrated Systems,Vanderbilt University
0000-0002-5298-801X,Aubie,Shaw,2007-08-01,2012-08-01,Cancer Biology,Vanderbilt University Medical Center
0000-0001-6513-610X,Emily,Hodges,2015-01-01,,Biochemistry,Vanderbilt University
0000-0001-7240-0415,Lori,Jordan,2011-07-01,,Pediatrics,Vanderbilt University Medical Center
0000-0001-5240-2587,Tina,Qin,2016-08,2018-12,,Vanderbilt University
0000-0002-6418-3809,Chanung,Wang,2011-11-07,2013-04-30,Pharmacology,Vanderbilt University Medical Center
0000-0002-1765-3599,Suzana,Herculano-Houzel,2016-05-15,,Department of Psychology,Vanderbilt University
0000-0003-4208-1753,Kimberly,Fortner,2011-08-01,2015-06-15,Obstetrics and Gynecology,Vanderbilt University Medical Center
0000-0001-7930-2885,Jun,Dai,2016,,"Department of Medicine, Division of Epidemiology",Vanderbilt University Medical Center
0000-0001-7930-2885,Jun,Dai,2012-07-01,2016-01-03,"Dept. of Medicine, Division of Epidemiology",Vanderbilt University Medical Center
0000-0002-2513-270X,Ciro,Russo,2008-01-01,2008-04-30,Mathematics,Vanderbilt University
0000-0002-1292-8602,Mohan,Balasubramanian,1992-12-12,1996-12-24,Cell Biology,Vanderbilt University Medical Center
0000-0002-6584-1578,Erin,Wilfong,2020-07-01,,"Rheumatology & Immunology; Allergy, Pulmonary and Critical Care",Vanderbilt University Medical Center
0000-0002-6584-1578,Erin,Wilfong,2016-07-01,2020-06-30,,Vanderbilt University Medical Center
0000-0002-1736-2847,Feixiong,Cheng,2013-04,2015-10,,Vanderbilt University Medical Center
0000-0003-3090-1400,Colleen,Moss,2019-08,,Neonatal Faculty,Vanderbilt University School of Nursing
0000-0002-1002-9435,Brian,McCool,1993,1997,Molecular Physiology & Biophysics,Vanderbilt University School of Medicine
0000-0003-0866-463X,Alexander,Langerman,2019,,Department of Radiology and Radiological Sciences,Vanderbilt University Medical Center
0000-0003-0866-463X,Alexander,Langerman,2016-12,,Department of Otolaryngology,Vanderbilt University Medical Center 
0000-0002-0110-2135,Luis Eduardo,Diaz Gimenez,2015-03-01,2016-09-30,Department of Molecular Physiology and Biophysics,Vanderbilt University
0000-0002-0110-2135,Luis Eduardo,Diaz Gimenez,2008-11-01,2015-01-30,Department of Pharmacology,Vanderbilt University
0000-0002-8371-533X,Abraham J.,Padilla,2009-08,2015-09,Department of Earth & Environmental Sciences,Vanderbilt University
0000-0001-8235-1944,Wayne,Birch,2013-06,2013-07,Education,Vanderbilt University
0000-0002-3702-6023,Hyung-Suk,Yoon,2017-01,,Epidemiology,Vanderbilt University Medical Center
0000-0001-7631-2754,Hunter,Sims,2016-05-02,2018-07-31,Physics and Astronomy,Vanderbilt University and Oak Ridge National Lab
0000-0001-9057-3504,Dagmara,McGuinness,2005-04-04,2006-10-26,Obstetrics and Gynecology,Vanderbilt University Medical Center
0000-0001-9057-3504,Dagmara,McGuinness,2003-05-03,2004-09-03,Obstetrics and Gynecology ,Vanderbilt University Medical Center
0000-0002-5125-3724,Qingguo,Wang,2011-05,2014-08,Biomedical Informatics,Vanderbilt University
0000-0002-1460-0774,Andrea,Zimmer,2012-07,2014-06,Internal Medicine: Infectious Diseases,Vanderbilt University School of Medicine
0000-0002-8146-4303,Wubishet Lakew,Belay,2018-07-01,,Pediatric Cardiology,Vanderbilt University
0000-0002-7875-4449,Max,Goldman,2010,2016,Classical Studies,Vanderbilt University
0000-0002-6942-7307,Matthieu,Jacquemet,2016-01-01,2017-06-30,Department of Mathematics,Vanderbilt University
0000-0003-1890-0608,Brett,Wick,2005,2007,Department of Mathematics,Vanderbilt University
0000-0001-8495-0836,Patricia,Prusaczyk,2017-06,2019-06,Internal Medicine,Vanderbilt University Medical Center
0000-0002-3791-9606,Vera,Todd,2016-08,,Cancer Biology,Vanderbilt University
0000-0002-3281-1452,Katherine,Frederick-Dyer,2019-10-01,,Department of Radiology,Vanderbilt University Medical Center
0000-0001-6013-851X,J,Newton,2012-08-01,,Obstetrics and Gynecology,Vanderbilt University Medical Center
0000-0002-6934-9302,Elizabeth,Ables,2007-05,2009-06,Cell and Developmental Biology,Vanderbilt University School of Medicine
0000-0002-6169-5825,Jason,Burke,,,,Vanderbilt University Medical Center
0000-0003-4044-3634,Diana,Sarko,2010,2012,Hearing & Speech Sciences,Vanderbilt University
0000-0003-4044-3634,Diana,Sarko,2007,2009,Biological Sciences,Vanderbilt University
0000-0003-0121-3959,Kang-hsien,Fan,2010-01-01,2013-07-31,Department of Biostatistics/ Center for Quantitative Science,Vanderbilt University School of Medicine
0000-0001-7036-1782,Marc,Swiontkowski,1985-07,1988-05,Orthopaedic Surgery,Vanderbilt University
0000-0002-6627-0199,Robert,Sachdev,,,Psychology,Vanderbilt University
0000-0002-5323-0729,Naeem,Patil,2018,,Anesthesiology,Vanderbilt University Medical Center
0000-0002-5323-0729,Naeem,Patil,2014,2018,Department of Anesthesiology,Vanderbilt University Medical Center
0000-0003-0478-0764,Joseph,Labrum IV,2017-07,,Department of Orthopaedic Surgery,Vanderbilt University Medical Center
0000-0002-9125-2371,Summayya,Kouser,2017-02-28,2019-02-16,Department of Physics and Astronomy,Vanderbilt University
0000-0003-1543-1754,Natalie,Kelso-Chichetto,2019-07-01,,Medicine,Vanderbilt University Medical Center
0000-0003-1543-1754,Natalie,Kelso-Chichetto,2017-07-17,2019-06-30,Medicine,Vanderbilt University Medical Center
0000-0002-2022-6766,Marcin J.,Skwark,2015-07-01,2017-06-30,Chemistry,Vanderbilt University
0000-0003-2370-5970,Edwin,Trevathan,2016,,"Pediatrics, Neurology and Vanderbilt Institute for Global Health",Vanderbilt University School of Medicine
0000-0003-0833-8279,Emanuele,Costa,2020-07-01,,Philosophy,Vanderbilt University
0000-0001-8897-3963,David,Hout,2006-04-01,2009-02-01,Microbiology and Immunology,Vanderbilt University Medical Center
0000-0002-6619-6363,KARTHIK,DHANABALAN,2021-02-15,,CARDIOVASCULAR MEDICINE,Vanderbilt University Medical Center
0000-0001-6274-066X,Rene,Lopez,2004,2006,Physics and Astronomy,Vanderbilt University
0000-0001-6274-066X,Rene,Lopez,2002,2004,Physics and Astronomy,Vanderbilt University
0000-0002-9039-4933,Jiaxi,Xu,2001-03,2002-02,School of Microbiology and Immunology,Vanderbilt University Medical Center
0000-0002-5011-1951,Wenjing (Angela),Zhang,2009-06-01,2012-11-31,Department of Chemical and Biomolecular Engineering,Vanderbilt University
0000-0002-6643-3947,Kyle,Emmitte,2008,2015,Vanderbilt Center for Neuroscience Drug Discovery,Vanderbilt University Medical Center
0000-0002-1629-0319,Seong-Gon,Kim,2000-01-01,2000-09-30,Physics,Vanderbilt University
0000-0001-8934-7315,Heather,Cegla,2009-06,2009-08,Physics and Astronomy ,Vanderbilt University
0000-0003-2737-4718,John,Ayers,1991-09-01,,Earth and Environmental Sciences,Vanderbilt University
0000-0002-1055-4993,Terry Jo Vetters,Bichell,2020-08-01,,"Neuroscience, Arts and Sciences",Vanderbilt University
0000-0002-1055-4993,Terry Jo Vetters,Bichell,2007,2009,Kennedy Center,Vanderbilt University
0000-0001-5261-7465,Kate,Ellacott,2008-09,2014-01,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0001-9377-6710,Gaurav,Bedse,2015-05-01,,Pychiatry,Vanderbilt University Medical Center
0000-0001-7603-8548,Duane,Lee,2016-01-15,,Physics & Astronomy,Vanderbilt University
0000-0001-5215-6101,Anna C.,Crecelius-Vitz,2002-10,2004-08,Mass Spectrometry Research Center,Vanderbilt University
0000-0001-9665-6968,Justina,Ray,2017-06-01,2019-08-30,"Department of Medicine, Division of Clinical Pharmacology",Vanderbilt University School of Medicine
0000-0002-6583-2487,Teresa,Smallwood,2017-08,,Divinity,Vanderbilt University
0000-0003-1022-3729,Elizabeth,Emhardt,2020-08,,Anesthesiology Critical Care,Vanderbilt University Medical Center
0000-0002-5998-2913,Zoran,Vukić,1985,1986,Department of Electrical Engineeering,Vanderbilt University
0000-0002-4995-1152,Lindsey,Seldin,2015,,Cell and Developmental Biology,Vanderbilt University Medical Center
0000-0002-9534-7773,Jessica,Schwartzman,2020-07-01,,Psychiatry and Behavioral Sciences,Vanderbilt University Medical Center
0000-0002-9534-7773,Jessica,Schwartzman,2019-07-01,2020-06-20,Psychiatry and Behavioral Sciences,Vanderbilt University Medical Center
0000-0002-2633-8734,Adrian,Lim,2007-09-01,2008-08-31,Mathematics,Vanderbilt University
0000-0001-8980-9874,Hind,Lal,2014-05-15,2019-04-30,Cardiovascular Medicine,Vanderbilt University
0000-0001-7117-4954,Richard,Martin,2017-07-01,,Medicine,Vanderbilt University Medical Center
0000-0002-7653-4223,Malini,Rajan,2015-09-11,2016-11-20,Nephrology,Vanderbilt University Medical Center
0000-0002-5521-0254,Karoly,Mirnics,2006,2016-07-14,Psychiatry,Vanderbilt University Medical Center
0000-0001-9934-2390,Yoonsung,Lee,2002-01,2002-06,Pharmacology,Vanderbilt University Medical Center
0000-0002-7989-577X,Prachi,Umbarkar,2017-03-01,2019-04-30,Medicine - Cardiovascular Medicine,Vanderbilt University Medical Center
0000-0002-9278-9453,Jessika,Boles,2016-08-15,,Psychology and Human Development,Vanderbilt University
0000-0001-9964-2860,Richard,Roberts,2017-04-03,,Hearing and Speech Sciences,Vanderbilt University Medical Center
0000-0002-1505-148X,Joshua,Borycz,2019-07-08,,Library,Vanderbilt University
0000-0001-9595-6299,Joe,Wiencek,2020-09-15,,"Pathology, Microbiology and Immunology",Vanderbilt University School of Medicine
0000-0001-8671-8117,Larry,Rolen,2018-08,,Mathematics,Vanderbilt University
0000-0002-6727-8838,Matthew,Mart,2017-07-01,,"Division of Allergy, Pulmonary, and Critical Care",Vanderbilt University Medical Center
0000-0002-9865-324X,Haibin,Wang,2006,2008,Pediatrics,Vanderbilt University Medical Center
0000-0002-9865-324X,Haibin,Wang,2004,2006,Pediatrics,Vanderbilt University Medical Center
0000-0003-0367-6447,Jinah,Kim,2006-07-01,2012-06-30,History of Art,Vanderbilt University
0000-0001-8036-4960,Jose Dario,Aristizabal-ochoa,1980-07-01,1986-12-10,Department of Civil and Environmental Engineering,Vanderbilt University
0000-0003-4234-009X,Supriya,Ray,2007,2009,Psychology,Vanderbilt University
0000-0001-8261-5524,Lórien,MacEnulty,2018-05,2018-08,Department of Physics,Vanderbilt University
0000-0001-7988-319X,Yu-Wei,Chen,2020-07-01,,Hematology Oncology,Vanderbilt University Medical Center
0000-0002-0589-4176,Debra,Friedman,2008-07,,Pediatric Hematology / Oncology,Vanderbilt University Medical Center
0000-0002-0589-4176,Debra,Friedman,2008-07,,Pediatric Hematology / Oncology,Vanderbilt University
0000-0002-6025-2918,witold,rybski,2010-02,2012-01,Genetic Medicine,Vanderbilt University Department of Medicine
0000-0001-7538-086X,Aaron,Brill,1998-09-01,,Radiology,Vanderbilt University School of Medicine
0000-0002-1547-3287,Autumn,Garner,2015-05-25,2015-07-31,Physics,Vanderbilt University 
0000-0002-1075-467X,Raquel,Mejias Laguna,2014-04-14,2015-06-30,Department of Biomedical Engineering,Vanderbilt University
0000-0001-6499-4129,Alejandra Paola,Torres Manzo,2019-01-03,,Molecular Physiology and Biophysics,Vanderbilt University School of Medicine
0000-0002-7869-0916,Emily,Layton,2016-08,,Biological Sciences,Vanderbilt University
0000-0003-0233-5974,Rémi,Coulon,2011-09,2014-08,Mathematics,Vanderbilt University
0000-0002-4888-4875,Richard Scott,Conley,1999-07-01,2006-06-15,"Oral and Maxillofacial Surgery, Division of Orthodontics",Vanderbilt University Medical Center
0000-0003-1397-0404,Wendi,Lambert,2009-09,,The Vanderbilt Eye Institute,Vanderbilt University Medical Center
0000-0003-2534-7548,SATISHKUMAR,RANGANATHAN GANAKAMMAL,2010-06-07,2011-08-15,,Vanderbilt University Medical Center
0000-0002-8444-2185,James,Joers,2002,2010,Radiology and Radiological Sciences,Vanderbilt University
0000-0001-5646-6430,Meira,Epplein,2015,2017,Department of Medicine,Vanderbilt University Medical Center
0000-0001-5646-6430,Meira,Epplein,2009,2015,"Division of Epidemiology, Department of Medicine",Vanderbilt University Medical Center
0000-0002-7482-0402,Emil,Petrusa,2006-12,2012-05,Medical Education and Administration,Vanderbilt University School of Medicine
0000-0002-3390-3869,Vanessa,Kumpf,2006-01-16,,Center for Human Nutrition,Vanderbilt University Medical Center
