RecordNumber,DateUpdated,DateCreated,LocationCountry,MaterialMedium,Description,RelScriptureChapter,CopyrightStatement,BibliographyLink,StaffNotes,DateCreation,RelScriptureBook,LectionaryLink,CopyrightStatus,RelICANumber,RelScripture,SubjectBuildingName,ImageLink,Unit,Title,SubjectLC,RelScriptureVerse,Subject,ImageAvailable,ObjectFunction,CreatorArtist,SubjectName,LocationCreationSite,LocationState,IconClassNumber,OriginalLocation,BCAD,SortDate,LectionaryRank,CopyrightPermission
57510,2020-12-03 19:21:44.0,2020-04-07 17:13:01.0,Netherlands,,"NOTE: For church bulletin use, please use this credit information:  Jan Gierveld, <i> Good Samaritan.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57510<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br> The panels were originally mounted on the wall of the ambulance service on Henri Dunanstraat in Almelo.",||||,https://commons.wikimedia.org/wiki/File:Almelo_-_Reli%C3%ABf_%27De_Barmhartige_Samaritaan%27_van_Jan_Gierveld_op_de_achterzijde_van_stadskerk_De_Bleek_1.jpg,,,ca. 1980,||||,BProp08,,,Mark 5:21-43,Bleekkerk,BProp08bw,,Good Samaritan,,||||,Healing|Kindness|Service,on,Relief sculpture,"Gierveld, Jan, 1935-2005",,Almelo,,,,2,1980,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57517,2020-09-25 12:14:06.0,2020-04-08 09:55:21.0,,,"NOTE: For church bulletin use, please use this credit information:  <i> Bread and Wine.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57517<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:Bread_and_wine.svg,,,2012,||||,BProp15,,,John 6:51-58,,BProp15bw,,Bread and Wine,,||||,Bread of Life|Communion,on,Drawing,,,,,,,2,2012,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57529,2021-07-27 14:36:03.0,2020-04-09 07:52:02.0,Spain,,"NOTE: For church bulletin use, please use this credit information:  <i> Alpha and Omega.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57529<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br>",||||,https://commons.wikimedia.org/wiki/File:AlphaOmega.jpg,,,20th century,||||,CEast07|BRegn|AProp11,,,"Revelation 1:4-8|Revelation 22:12-14, 16-17, 20-21|Isaiah 44:6-8",Cathedral of Sagrada Familia,BAllSbw,,Alpha and Omega,,||||,Alpha and omega,on,Relief sculpture,,,Barcelona,,,,2,1970,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57532,2021-01-26 13:51:52.0,2020-04-09 08:04:51.0,Spain,,"NOTE: For church bulletin use, please use this credit information:   <i> ""JESUS"" from bronze doors of Sagrada Familia.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57532<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br> Section of the massive bronze doors of the Cathedral of Sagrada Familia in Barcelona.",||||,https://commons.wikimedia.org/wiki/File:Portal_Sagrada_Familia.jpg -  Cora Bojahr,,,20th century,||||,BProp28,,,Mark 13:1-8,Cathedral of Sagrada Familia,BProp28bw,,Jesus,,||||,Faith,on,Metalwork,,,Barcelona,,,,2,1920,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57533,2021-09-21 13:44:58.0,2020-04-09 08:11:29.0,,,"NOTE: For church bulletin use, please use this credit information:  Eugenio Hansen, <i> Alpha and Omega.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57533<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br> The letters are written in a style called ""uncial"", a script commonly used from the 4th to 8th centuries AD by Latin and Greek scribes.",||||,https://commons.wikimedia.org/wiki/File:Alpha_omega_uncial.svg,,,2010,||||,BRegn|CEast07|AProp11,,,"Revelation 1:4-8|Revelation 22:12-14, 16-17, 20-21|Isaiah 44:6-8",,BRegnbw,,Alpha and Omega,,||||,Alpha and omega,on,Drawing,"Hansen, Eugenio",,,,,,2,2010,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57536,2021-09-18 18:37:01.0,2020-04-16 09:23:06.0,Vatican City,, ,||||,"https://commons.wikimedia.org/wiki/File:Nativity,_Constantinople,_late_10th_to_early_11th_century_AD,_ivory_-_Vatican_Museums_-_DSC00720.jpg - Daderot",,,10th-11th centuries,||||,ANatv,,,"Luke 2:1-14, (15-20)",Vatican Museums,ivory934b3d8sy3h6c,,"Ivory Carving of the Nativity, Constantinople region",,||||,Nativity|Shepherd,on,Carving,,,,,,,2,900,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57539,2021-04-29 08:22:41.0,2020-04-16 16:21:20.0,United States,,,||||,https://commons.wikimedia.org/wiki/File:Simeon_Solomon_-_The_Mother_of_Moses.jpg,,,ca. 1860,||||,AProp16,,,Exodus 1:8-2:10,Delaware Art Museum,moses984j23fhq9,,Mother of Moses,,||||,Motherhood|Love,on,Painting,"Solomon, Simeon, 1840-1905",Jocheved (Biblical figure) |Miriam (Biblical figure) |Moses (Biblical figure) ,Wilmington,DE,,,2,1860,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57544,2020-12-21 14:06:08.0,2020-04-16 16:42:03.0,United Kingdom,,,||||,"https://commons.wikimedia.org/wiki/File:St_Peter,_Babraham,_Cambridgeshire_-_East_window_-_geograph.org.uk_-_333992.jpg – John Salmon",,,1966,||||,AProp16,,,Matthew 16:13-20,St Peter's Church,roosternkiodschb32,,Symbols of Peter,,||||,Keys|Kingdom of God|Heaven|Rooster,on,Stained glass,"Piper, John, 1903-1992","Peter, the Apostle (Biblical figure) ",Babraham,,,,2,1966,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57556,2021-09-24 09:44:24.0,2020-04-27 17:38:50.0,,,"NOTE: For church bulletin use, please use this credit information: Elisabeth Stilton,<i> Keys of St. Peter.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57556<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br",||||,https://commons.wikimedia.org/wiki/File:Clefs_de_Saint_Pierre_de_sable.svg,,,2015,||||,AProp16,,,Matthew 16:13-20,,AProp16bw,,Keys of St. Peter,,||||,Keys|Kingdom of God,on,Drawing,"Stilton, Elisabeth",,,,,,2,2015,3,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57563,2020-09-23 17:22:18.0,2020-04-28 12:29:42.0,United States,,"NOTE: For church bulletin use, please use this credit information:  <i> Cornerstone of New Antioch Baptist Church.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57563<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><br",||||,"https:/commons.wikimedia.org/wiki/File:Cornerstone,_New_Antioch_Baptist_Church_(1892),_2401_Saint_Paul_Street,_Baltimore,_MD_21218_(41263782972).jpg",,,1992,||||,AProp22,,,Matthew 21:33-46,New Antioch Baptist Church,AProp22bw,,Cornerstone of New Antioch Baptist Church,,||||,Cornerstone,on,Architectural element,,,Baltimore,MD,,,2,1992,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57566,2021-05-08 15:28:04.0,2020-04-28 17:17:37.0,United States,,"NOTE: For church bulletin use, please use this credit information:  <i> I Choose...To Love My Neighbor.</i> http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=57566<br><br>NOTE:  This free, non-commercial image is specially formatted for use in printing and copying congregational materials.<br><brFrom the Substance Abuse and Mental Health Services Administration (SAMHSA).",||||,https://commons.wikimedia.org/wiki/File:I_choose...to_love_my_neighbor_as_myself_(18135913766).jpg - SAMHSA,,,2015,||||,AProp25|BProp26,,,Matthew 22:34-46,,AProp25bw,,I Choose...To Love My Neighbor,,||||,Love|Neighbor,on,Photograph,,,Rockville,MD,,,2,2015,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57577,2020-09-23 17:20:16.0,2020-05-01 16:42:23.0,Germany,,,||||,https://commons.m.wikimedia.org/wiki/File:Alexej_von_Jawlensky_-_Meditation.jpg,,,1936,||||,AProp17,,,"Psalm 105:1-6, 23-26, 45b",Museum Pfalzgalerie Kaiserslautern,Alexej_von_Jawlensky_-_Meditation28937eet,,Meditation,,||||,Meditation|Faithfulness,on,Painting,"Jawlensky, Alexej von, 1864-1941",,Kaiserslautern,,,,2,1936,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57578,2021-05-08 06:15:55.0,2020-05-01 16:44:48.0,United States,,"She gave herself the name Sojourner Truth in 1843 after she became convinced that God had called her to leave the city and go into the countryside ""testifying the hope that was in her.""",||||,https://commons.wikimedia.org/wiki/File:Sojourner_truth_c1870.jpg,,,ca. 1870,||||,AProp17|BProp09|BDiv,,,Exodus 3:1-15,National Portrait Gallery (United States),Sojourner_truth_c18702398dy,,Sojourner Truth,,||||,Deliverance|Liberty|Justice|Culture: African American|Culture: Black,on,Photograph,Randall Studios,"Truth, Sojourner, 1799-1883 ",Washington,DC,,,2,1870,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57579,2020-09-23 17:19:55.0,2020-05-01 17:20:49.0,Austria,,On the two gable facades in the entrance area on the corner of Bunsengasse and Voltagasse.,||||,https://commons.wikimedia.org/wiki/File:Carry_Hauser_Hirte.jpg -VIEX - Ernest Niedermann,,,1956,||||,AProp18,,,"Exodus 12:1-4, (5-10), 11-14",,Carry_Hauser_Hirte298yd2378,,Shepherd,,||||,Lamb|Children|Shepherd,on,Mosaic,"Hauser, Carry, 1895-1985",,Vienna,,,,2,1956,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57580,2021-09-24 10:29:44.0,2020-05-01 17:23:52.0,United States,,,||||,"https://commons.wikimedia.org/wiki/File:Saint_Mary_Magdalene_Church_(Columbus,_Ohio)_-_mosaic,_Israelites_apply_blood_of_the_paschal_lamb_to_the_doorpost.jpg",,,1963,||||,AHoly04|AProp18,,,"Exodus 12:1-4, (5-10), 11-14|Exodus 12:1-14",Saint Mary Magdalene Catholic Church,passover9234yuihe786,,Blood of the Paschal Lamb Applied to Doorpost,,||||,Passover|Lamb,on,Mosaic,,,Columbus,OH,,,2,1963,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57581,2021-09-24 13:34:12.0,2020-05-01 17:26:38.0,United Kingdom,,,||||,https://commons.wikimedia.org/wiki/File:Dante_Gabriel_Rossetti_-_The_Passover_in_the_Holy_Family.jpg,,,1856,||||,AProp18|AHoly04,,,"Exodus 12:1-4, (5-10), 11-14|Exodus 12:1-14",Tate Britain,passover239086283y8t,,Passover in the Holy Family: Gathering Bitter Herbs,,||||,Holy Family|Passover,on,Watercolor,"Rossetti, Dante Gabriel, 1828-1882",,London,,,,2,1856,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57583,2021-05-07 15:36:47.0,2020-05-01 17:31:56.0,,,"Painting from a 2008 solo exhibition in City Mall, Onikan, Lagos, Nigeria.",||||,https://commons.wikimedia.org/wiki/File:Artist_Olusola_David_Ayibiowu_Title_WISDOM.jpg,,,2008,||||,AProp18|BProp15|BProp19,,,Psalm 119:33-40|Proverbs 9:1-6,,wisdom238978g43j6,,Wisdom,,||||,Wisdom|Woman,on,Painting,"Olusola David, Ayibiowu",,,,,,2,2008,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57585,2021-07-31 14:22:08.0,2020-05-01 17:37:39.0,,,"An illustration from Hortus deliciarum, an illuminated encyclopedia, created as a pedagogical tool for young novices at Hohenburg Abbey. In 1870, the manuscript was destroyed in a bombing. The lllustrations had been copied preserved by Christian Maurice Engelhardt in 1818.",||||,"https://commons.wikimedia.org/wiki/File:Hortus_Deliciarum,_Moses_f%C3%BChrt_das_Volk_Israel_durch_das_Rote_Meer.JPG",,,1167-1185,||||,AProp19,,,Exodus 14:19-31,,crossing43897fuhn34ufiy78,,Crossing of the Red Sea,,||||,Crossing the Red Sea|Exodus,on,Manuscript illumination,"Herrad, of Landsberg, Abbess of Hohenburg, approximately 1130-1195",Moses (Biblical figure) ,,,,,2,1167,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57586,2021-09-24 09:38:43.0,2020-05-06 12:25:36.0,Sweden,,"Carl Milles designed produced a bronze model of this sculpture in 1946, as a monument for peace and a celebration of the creation of the United Nations. Fifty years later, Milles' former student, Marshall M Fredericks, created the sculpture to its full size. It shows a naked God balancing at the end of an arch, hanging stars in the sky, tossed his way by an angel at the base of the sculpture.",||||,https://commons.wikimedia.org/wiki/File:Stockholm_Sweden_God-Father-on-the-Rainbow-01.jpg,,,1995,||||,AProp08|AProp16,,,Psalm 138,Nacka Stand,god28dsf543h768f32,,God our Father on the Rainbow,,||||,Rainbow|Hand of God,on,"Sculpture, freestanding","Milles, Carl, 1875-1955, Fredericks, Marshall M., 1908-1998",God (Biblical figure) ,Stockholm,,,,2,1995,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57587,2021-01-14 18:58:52.0,2020-05-06 12:31:59.0,France,,Early Christian (Roman Gaul) Sarcophagus with relief of the Crossing of the Red Sea and the destruction of Pharaoh’s army,||||,https://commons.wikimedia.org/wiki/File:Arles_sarcophagus_Red_sea_crossing.jpg,,,2nd-5th centuries,||||,AProp19,,,Exodus 14:19-31,Musée de l'Arles antique,arles9834hgr739,,Red Sea Crossing and the Drowning of the Egyptians,,||||,Crossing the Red Sea|Exodus,on,Sarcophagus,,,Arles,,,,2,200,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57592,2020-09-23 17:17:58.0,2020-05-06 13:54:16.0,United States,,"Page from Blake’s poem “Jerusalem,” subtitled The Emanation of the Giant Albion. The poem consists of 100 etched and illustrated plates.",||||,"https://commons.wikimedia.org/wiki/File:William_Blake_-_Jerusalem,_Plate_91,_%22It_is_easier_to_forgive_an_enemy....%22_-_Google_Art_Project.jpg",,"Jerusalem, Plate 91, Relief etching printed in orange with pen and black ink and watercolor on moderately thick, smooth, cream wove paper",1804-1820,||||,AProp19,,,Matthew 18:21-35,Yale Center for British Art,blaken4f56d2dr1,,"""It is easier to forgive an enemy than to forgive a friend…""",,||||,Forgiveness|Generosity,on,Print,"Blake, William, 1757-1827",,New Haven,CT,,,2,1804,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57593,2020-12-02 19:38:40.0,2020-05-06 14:15:04.0,Poland,,,||||,https://commons.wikimedia.org/wiki/File:Dietrich_Workers_in_the_vineyard.jpg,,,ca. 1752,||||,AProp20,,,Matthew 20:1-16,Palace on the Isle,8923Dietrich_Workers_in_the_vineyard,,Parable of the Workers in the Vineyard,,||||,Vineyard|Work|Labor,on,Painting,"Dietrich, Christian Wilhelm Ernst, 1712-1774",,Warsaw,,,,2,1752,2,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57595,2020-09-23 17:17:32.0,2020-05-06 14:20:39.0,,,"Poster, by Van Caspel, Dutch painter of portraits and murals, and printed in a catalog of his works: publisher Stadsuitgeverij, Amsterdam, 1990.",||||,"https://commons.wikimedia.org/wiki/File:W._Hoogstraaten_%26_Co._Fijne_groenten,_Huishoudgroenten_Soepen_en_Sausen.jpg",,,1899,||||,AProp20,,,Matthew 20:1-16,,viney230987rtd,,Vineyard,,||||,Vineyard|Harvesting|Labor,on,"Painting, panel","Caspel, Johann Georg van, 1870-1928",,,,,,2,1899,2,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57596,2020-09-23 17:17:20.0,2020-05-06 14:23:23.0,United States,,"Illustration from Newman’s book, “Thrones and Palaces of Babylon and Ninevah,” written from notes taken while serving as Inspector of United States Consulates in Asia, 1874-76.",||||,https://commons.wikimedia.org/wiki/File:The_thrones_and_palaces_of_Babylon_and_Ninevah_from_sea_to_sea;_a_thousand_miles_on_horseback_(1876)_(14591339829).jpg,,,1876,||||,AProp20,,,Jonah 3:10-4:11,Princeton Theological Seminary Library,ninevah3b27832h0,,Removal of a Colossal Lion,,||||,Nineveh,on,Drawing,"Newman, John Philip, 1826-1899",,Princeton,NJ,,,2,1876,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57598,2021-08-03 06:53:01.0,2020-05-06 14:35:13.0,Germany,,The Autobahnkirche was intended to offer motorists a way of religious reflection. The door on the southern side is constructed of enamel and represents a pillar of fire.,||||,https://commons.wikimedia.org/wiki/File:Autobahnkirche-BB_T-S.jpg,,,1978,||||,AProp20,,,"Psalm 105:1-6, 37-45",Autobahnkirche Baden-Baden,Autobahnkirche-BB_T-S398dyu,,Pillar of Fire,,||||,Fire|Light|Exodus,on,Enamel,"Wachter, Emil, 1921-",,Baden-Baden,,,,2,1978,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57599,2021-04-15 09:50:42.0,2020-05-06 14:38:07.0,United States,,"Aerial view of the North Carolina Baptist Men's disaster kitchens, 2008 Texas floods. Fema photographer Mike Moore.",||||,https://commons.wikimedia.org/wiki/File:FEMA_-_39022_-_Overview_of_Baptist_Men_mobile_kitchen_and_commodity_point_of_distribution_in_Texas.jpg,,,2008,||||,AProp20|BProp13,,,Exodus 16:2-15,FEMA Photo Library,baptist3298efgbeh7tii54,,Manna 1,,||||,Manna|Feed the Hungry|Hunger,on,Photograph,"Moore, Mike",,Washington,DC,,,2,2008,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57600,2021-04-15 09:51:03.0,2020-05-06 14:42:07.0,Slovenia,,,||||,https://commons.wikimedia.org/wiki/File:Leopold_Layer_-_Mana_v_pu%C5%A1%C4%8Davi.jpg,,,1872,||||,AProp20|BProp13,,,Exodus 16:2-15,Slovenian Ethnographic Museum,manna09675gj0-8i,,Moses and the Israelites,,||||,Manna|Wilderness|Bread,on,"Painting, panel",Leopold Layer workshop,Moses (Biblical figure) ,Ljubljana,,,,2,1872,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57604,2021-08-17 15:21:17.0,2020-05-11 09:26:41.0,Brazil,,Paz e Bem --  Peace and Good,||||,"https://commons.wikimedia.org/wiki/File:Holy_Sacrament_Monastery,_Canind%C3%A9,_Brazil_(Poor_Clares)_031.JPG",,,20th century,||||,AProp21,,,Psalm 25:1-10,Monastery of the Poor Clares,claren29nk80ojmnyt,,Clare and Francis,,||||,Humility|Righteousness|Peace,on,Mural,,"Francis, of Assisi, 1182-1226 |Clare of Assisi, 1194-1253 ",Canindé,,,,2,1980,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
57606,2021-05-08 06:16:49.0,2020-05-11 09:34:09.0,Ethiopia,,Sixteenth century Orthodox church with murals painted murals painted between 100 and 250 years ago.,||||,https://commons.wikimedia.org/wiki/File:Ethiopian_Church_Painting_(2261217481).jpg,,,,||||,AProp21|BDiv,,,Matthew 21:23-32,Ura Kidane Mehret,plowbnm73862jnkf84,,Plowing Fields,,||||,Labor|Ox|Agriculture|Kingdom of God|Culture: Ethiopian,on,Mural,,,Lake Tana,,,,2,1750,1,Please visit the URL in the Copyright Source field on this page for details about reusing this image.
