qid,type,label,object_description,form_description,design_description,includes
Q106582832,work of art,Tea cup,Tea cup,,,
Q106582833,work of art,Tea cup,Tea cup,,,
Q106582834,work of art,Tea cup,Tea cup,,,
Q106582836,work of art,Tea cup,Tea cup,,,
Q106582837,work of art,Tea cup,Tea cup,,,
Q102973904,ceramics,Teacup with an abstract brush design in taupe,Teacup,,,an abstract brush design in taupe
Q102973912,work of art,Teapot,Teapot,,,
Q102973919,ceramics,"Teapot with black, brown and ochre glazes",Teapot,,,"black, brown and ochre glazes"
Q102973928,ceramics,"Teapot with inscription on outside and inside lid, inscribed kneeling figure on side of pot, landscape on inside of pot",Teapot,,,"inscription on outside and inside lid, inscribed kneeling figure on side of pot, landscape on inside of pot"
Q102973939,work of art,Teapot with lid,Teapot,,,lid
Q104032591,ceramics,Teapot,Teapot,,,
Q104032594,ceramics,Teapot,Teapot,,,
Q104032598,ceramics,Teapot,Teapot,,,
Q104032601,ceramics,Teapot,Teapot,,,
Q104032604,ceramics,Teapot,Teapot,,,
Q106568709,container,Teapot,Teapot,,,
Q102973969,ceramics,Ten sided blue and white plate with crane and vase motif,Ten sided blue and white plate,,,crane and vase motif
Q105092152,sculpture,Tenement House,Tenement House,,,
Q102974003,textile,Tenugui (Hand Towel),Tenugui (Hand Towel),,,
Q103309452,textile,"Tenugui (Hand Towel) with a Design of Flowers, a Fence, and Water",Tenugui (Hand Towel),,"of Flowers, a Fence, and Water",
Q103309458,textile,Tenugui (Hand Towel) with a Scene from the Japanese Alps,Tenugui (Hand Towel),,,a Scene from the Japanese Alps
Q102974011,textile,Textile with reflective metal elements,Textile,,,reflective metal elements
Q103309479,textile,Textile with a design of chrysanthemums and fringes,Textile,,of chrysanthemums and fringes,
Q103309487,textile,Textile with a design of grass orchids and chrysanthemums and furoshiki,Textile,,of grass orchids and chrysanthemums and furoshiki,
Q103309493,textile,Textile with a design of Nandina plants and Furoshiki,Textile,,of Nandina plants and Furoshiki,
Q103309498,textile,Textile with Chinese embroidery of birds and flowers,Textile,,,Chinese embroidery of birds and flowers
Q103309505,textile,Textile with red paisley border,Textile,,,red paisley border
Q103309471,textile,Textile (blue & white with pink),Textile (blue & white,,,pink)
Q104032608,textile,Textile fragment,Textile fragment,,,
Q104032612,textile,Textile fragment,Textile fragment,,,
Q103309586,sculpture,The Blacksmith,The Blacksmith,,,
Q106582838,sculpture,The Blacksmith Worker,The Blacksmith Worker,,,
Q103309592,sculpture,The Bronco Buster (reproduction),The Bronco Buster (reproduction),,,
Q102974180,sculpture,The Feast of the Gods (after Ovid's Metamorphoses),The Feast of the Gods (after Ovid's Metamorphoses),,,
Q103309763,sculpture,"The Grand Dauphin, son of Louis XIV","The Grand Dauphin, son of Louis XIV",,,
Q106568713,embroidery,"The Other Side/El Otro Lado (Regionalism, Nationalism, Imperialism)","The Other Side/El Otro Lado (Regionalism, Nationalism, Imperialism)",,,
Q103310035,sculpture,The Pickett Guard,The Pickett Guard,,,
Q103310153,ceramics,"The stirrup-spout vessel, depicting an old mountain god","The stirrup-spout vessel,",,an old mountain god,
Q103310315,sculpture,Theseus Battling the Minotaur,Theseus Battling the Minotaur,,,
Q106567724,ceramics,Three footed dish in the shape of two overlapping squares with a design in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge,Three footed dish in the shape of two overlapping squares,,in blue underglaze of a Chinese- style landscape with scholar figure crossing a bridge,
Q102975077,work of art,"Three legged incense burner with two loop handles in the shape of a Chinese ting bronze ritual vessel with nine characters meaning ""good luck""",Three legged incense burner with two loop handles,"a Chinese ting bronze ritual vessel with nine characters meaning ""good luck""",,
Q103310376,sculpture,Three part carving of an old falconer and a young boy beside a lantern,Three part carving of an old falconer and a young boy beside a lantern,,,
Q102975095,ceramics,Three-footed e-garatsu dish with a design of a plant and foliate rim,Three-footed e-garatsu dish,,of a plant and foliate rim,
Q102975100,ceramics,Three-footed hagi ware dish,Three-footed hagi ware dish,,,
Q102975107,work of art,Three-tiered food container with design of baskets of flowers on one side and flowers on the other,Three-tiered food container,,of baskets of flowers on one side and flowers on the other,
Q103310411,furniture,Throne with tapestry seat,Throne,,,tapestry seat
Q102975166,ceramics,Tiny cup,Tiny cup,,,
Q102975228,work of art,"Tobacco Pouch with a Design of Chrysanthemums, a Pipe Case, Ojime (Closing Bead), and Pipe",Tobacco Pouch,,"of Chrysanthemums, a Pipe Case, Ojime (Closing Bead), and Pipe",
Q102975235,work of art,Tobacco Pouch with a Sashi (Sash Hook),Tobacco Pouch,,,a Sashi (Sash Hook)
Q102975241,work of art,"Tobacco Pouch with Carved Inscription, Ojime (Closing Bead), and Cigarette Holder with Carved Design of Mt. Fuji and a Poem",Tobacco Pouch,,,"Carved Inscription, Ojime (Closing Bead), and Cigarette Holder with Carved Design of Mt. Fuji and a Poem"
Q104032670,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe","Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",,,
Q104032673,work of art,"Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe","Tobacco Pouch, Ojime (Closing Bead), Pipe Case, and Pipe",,,
Q102975259,ceramics,Tokoname ware Chawan (tea bowl),Tokoname ware Chawan (tea bowl),,,
Q103310472,ceramics,Tomb Model: House,Tomb Model: House,,,
Q103310478,tool,Tool head,Tool head,,,
Q106568714,necklace,Toothed Necklace,Toothed Necklace,,,
Q102975298,work of art,Toothpick holder in the shape of a folded paper crane,Toothpick holder,a folded paper crane,,
Q102975306,work of art,Toothpick holder with inscription and inscribed toothpicks,Toothpick holder,,,inscription and inscribed toothpicks
Q102975314,shield,Top of a ceremonial shield showing priest with two attendants,Top of a ceremonial shield showing priest,,,two attendants
Q103310486,sculpture,Torso of Christ,Torso of Christ,,,
Q103310522,furniture,Transitional Side Chair,Transitional Side Chair,,,
Q102975358,work of art,Tray,Tray,,,
Q102975364,work of art,Tray with a design of Buddha's fingers fruit and calligraphy,Tray,,of Buddha's fingers fruit and calligraphy,
Q103310538,work of art,Tray with Carved & Painted Design of a Noh Mask & Noh Fan (with wooden box),Tray,,,Carved & Painted Design of a Noh Mask & Noh Fan ( with wooden box)
Q102975377,ceramics,Trefoil shaped hagi ware bowl,Trefoil shaped hagi ware bowl,,,
Q105092231,work of art,Triangular Bowl,Triangular Bowl,,,
Q103310564,work of art,Triangular brown bottle,Triangular brown bottle,,,
Q102975431,ceramics,Tripod incense burner with two loop handles on the rim,Tripod incense burner,,,two loop handles on the rim
Q102975456,ceramics,Trivet for the tea ceremony in the shape of three folding fans,Trivet for the tea ceremony,three folding fans,,
Q102975492,work of art,Tsuba (Sword Guard) with a Design of Birds and Bird Net,Tsuba (Sword Guard),,of Birds and Bird Net,
Q102975496,work of art,Tsuba (Sword Guard) with a Design of One Plum Blossom and Two Cherry Blossoms,Tsuba (Sword Guard),,of One Plum Blossom and Two Cherry Blossoms,
Q102975502,work of art,Tsuba (Sword Guard) With a Design of Sparrows and Bamboo,Tsuba (Sword Guard),,of Sparrows and Bamboo,
Q102975510,work of art,Tsuba (Sword Guard) with a Design of Tassels,Tsuba (Sword Guard),,of Tassels,
Q102975518,ceramics,Tsuba (Sword Guard) with a Floral Design,Tsuba (Sword Guard),,,a Floral Design
Q103310581,work of art,Tsuba (Sword Guard) with a Design of a Dragon and Waves,Tsuba (Sword Guard),,of a Dragon and Waves,
Q103310588,work of art,Tsuba (Sword Guard) with a Design of a Four-Petal Motif with a Bat,Tsuba (Sword Guard),,of a Four-Petal Motif with a Bat,
Q103310599,work of art,"Tsuba (Sword Guard) with a Design of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other",Tsuba (Sword Guard),,"of a Guardian Figure on One Side, and the Sign Giving the Order to Dismount on the Other",
Q103310609,work of art,"Tsuba (Sword Guard) with a Design of a Raven or Crow, Mountain Peaks, and Clouds",Tsuba (Sword Guard),,"of a Raven or Crow, Mountain Peaks, and Clouds",
Q103310618,work of art,Tsuba (Sword Guard) with a Design of A Three-Petal Flower,Tsuba (Sword Guard),,of A Three-Petal Flower,
Q103310622,work of art,Tsuba (Sword Guard) with a Design of an Eagle,Tsuba (Sword Guard),,of an Eagle,
Q103310630,work of art,Tsuba (Sword Guard) with a Design of Cherry Blossoms,Tsuba (Sword Guard),,of Cherry Blossoms,
Q103310638,work of art,Tsuba (Sword Guard) with a Design of Flower Blossoms on the Edges,Tsuba (Sword Guard),,of Flower Blossoms on the Edges,
Q103310646,work of art,Tsuba (Sword Guard) With a Design of Lotuses,Tsuba (Sword Guard),,of Lotuses,
Q103310655,work of art,Tsuba (Sword Guard) with a Design of Squirrels and Grapes,Tsuba (Sword Guard),,of Squirrels and Grapes,
Q103310663,work of art,"Tsuba (Sword Guard) with a Design on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other",Tsuba (Sword Guard),,"on One Side of Daruma  Holding a Fly Whisk, and Mountain Landscape on the Other",
Q103310673,work of art,Tsuba (Sword Guard) with an Inlay Design of Bamboo,Tsuba (Sword Guard),,,an Inlay Design of Bamboo
Q104032685,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers","Tsuba (Sword Guard) in Two Parts,",,,a Rising Sun Motif and Stamped Numbers
Q104032689,work of art,"Tsuba (Sword Guard) in Two Parts, with a Rising Sun Motif and Stamped Numbers","Tsuba (Sword Guard) in Two Parts,",,,a Rising Sun Motif and Stamped Numbers
Q102975567,sculpture,Two Bulls,Two Bulls,,,
Q102975591,ceramics,Two Handled Bowl,Two Handled Bowl,,,
Q102975671,ceramics,Two-handled bowl with pig snout,Two-handled bowl,,,pig snout
Q102975679,ceramics,Two-handled jar decorated with swirls,Two-handled jar decorated,,,swirls
Q105092242,ceramics,Two-handled Vase with Costumed Figures,Two-handled Vase,,,Costumed Figures
Q104032693,work of art,Uchiwa (flat fan),Uchiwa (flat fan),,,
Q104032695,work of art,Uchiwa (flat fan),Uchiwa (flat fan),,,
Q104032699,work of art,Uchiwa (flat fan),Uchiwa (flat fan),,,
Q104032704,work of art,Uchiwa (flat fan),Uchiwa (flat fan),,,
Q104032708,work of art,Uchiwa (flat fan),Uchiwa (flat fan),,,
Q102975741,ceramics,Unglazed elephant effigy figurine,Unglazed elephant effigy figurine,,,
Q102975756,ceramics,Unglazed pot,Unglazed pot,,,
Q103311101,ceramics,Untitled,Untitled,,,
Q103311370,sculpture,Untitled,Untitled,,,
Q103311512,sculpture,Untitled abstract sculpture,Untitled abstract sculpture,,,
Q103311546,sculpture,Untitled maquette for a sculpture,Untitled maquette for a sculpture,,,
Q103311828,ceramics,Upside-down/right-side-up figure,Upside-down/right-side-up figure,,,
Q103311836,ceramics,Urn,Urn,,,
Q103311841,ceramics,Urn with rounded bottom and double spiral design,Urn,,,rounded bottom and double spiral design
Q103311851,sculpture,Ushabti Figure,Ushabti Figure,,,
Q102976485,ceramics,Vase,Vase,,,
Q102976497,work of art,Vase,Vase,,,
Q102976507,ceramics,Vase with a design in blue under glaze of a phoenix and clouds,Vase,,in blue under glaze of a phoenix and clouds,
Q102976513,ceramics,Vase with a design in red underglaze of flowers,Vase,,in red underglaze of flowers,
Q102976519,ceramics,Vase with a design of birds and flowers,Vase,,of birds and flowers,
Q102976534,ceramics,Vase with cobalt blue glaze and incised design of flowers and tendrils,Vase,,,cobalt blue glaze and incised design of flowers and tendrils
Q102976549,ceramics,Vase with green and ochre glazes,Vase,,,green and ochre glazes
Q102976556,ceramics,Vase with incised decoration on shoulder with brown and black glazes,Vase,,,incised decoration on shoulder with brown and black glazes
Q102976568,ceramics,Vase with incised rings on shoulder with incised calligraphic inscription (reproduction),Vase,,,incised rings on shoulder with incised calligraphic inscription (reproduction)
Q102976576,ceramics,Vase with small opening,Vase,,,small opening
Q103311890,ceramics,Vase,Vase,,,
Q103311921,ceramics,"Vase in the shape of bamboo with egrets (or herons), kingfisher, and lotus in relief;  yellow, green, white, and mauve",Vase,"bamboo with egrets (or herons), kingfisher, and lotus in relief;  yellow, green, white, and mauve",,
Q103311928,ceramics,Vase with a design in blue under glaze of flowers and calligraphy,Vase,,in blue under glaze of flowers and calligraphy,
Q103311937,work of art,Vase with a design of landscape and crane design,Vase,,of landscape and crane design,
Q103311943,ceramics,Vase with a plum blossom motif,Vase,,,a plum blossom motif
Q103311949,ceramics,"Vase with a red, green and white motif",Vase,,,"a red, green and white motif"
Q103311957,ceramics,Vase with bat shaped handles and blue under glaze with the design of a phoenix,Vase,,,bat shaped handles and blue under glaze with the design of a phoenix
Q103311966,ceramics,Vase with brown relief on tan ground,Vase,,,brown relief on tan ground
