,accession_number,locale,description,qid,label_en,ratio,partial_ratio,prop,category,type,title
598,2016.005.25,en,"controversial fossil chelsea werner-jatzke after impact the world is a world of things. following contro- verse is a preposition locating bone. throughout time is the great argument among scholars on which wreck is ours and can it be blamed for extinction. against the tree is the crash and the car and us, what's left. leaving teeth in the bark of a concerned explosion. nearby someone to collect the confused clutter of our bones 45 twist femur into hip socket into hip socket into superior spine. bend cuvier's law in the way our bodies once fit together, together. between us our skeleton is a giant, double breasted and two headed. turn and wonder is this creature some new genus. within this reproduction, a noun that our remains render. inside the museum, our skeleton mounted. among the largest animals is the animal of our bones combined. this broadside was printed by sarah hulsey, somerville, ma in the fall of 2015. it was produced in an edition of 50 using goudy sans serif metal type and images from polymer plates on zerkall german ingres paper. text copyright 2015 by chelsea werner-jatzke. (sa",Q105091713,controversial fossil by chelsea werner-jatzke,8,93,0.086,,poster,Controversial Fossil by Chelsea Werner-Jatzke
599,2001.167,en,"in person sas inc. presents blues recording artist b.b king the king the blues world wide! north american tour 1999 * salt lake city, ut * boise, id reno, nv los angeles, ca san diego, ca * mountain view, ca santa barbara, ca * las vegas, nv lemoore, ca concord, ca portland, or * seattle, wa denver, co minneapolis, mn chicago, il*peoria, il *cleveland, oh → saratoga, ny pittsburgh, pa little rock, ar 1999 sas inc under license to music city merchandise created by ",Q105091625,b.b. king in person ,8,60,0.133,,poster,B.B. King In Person (Black text)
600,1979.0055,en,"the tableaux edward kienholz 13 octobre s. édouard 286 06h8, 17h5 79 (4 11.04.19 centre national d'art comtemporain et a.r.c. 11, rue berryer cnac imprimerie marine paris paris 8",Q103298024,calendar,8,50,0.16,,poster,Calendar
601,1979.0363P,en,wool wow & us man wears wool to woc mikely th,Q102961870,bahba,8,20,0.4,,print,Bahba
602,2008.163,en,the broads 200 miles of safe inland waterways holidays afloat £4 per week inclusive. for information and booklet post free apply passenger manager l. & ne. rly. liverpool street station london e. c. 2. stating if you also require particulars of yachts for hire,Q102974077,the broads,7,100,0.07,,print,The Broads
603,2015.075.33,en,"art works i'm living proof treatment programme that helps people live positively with hiv/aids. it's about eating well, staying active and getting early treatment for any illnesses. art has really worked for me. i'm rose alinda olutola. i am hiv+ and living proof that anti-retroviral therapy or art works. i had a test and found out i had hiv but thanks to art i'm. living a healthy, productive life, providing for my family without always worrying about aids. art isn't only about drugs; it's a lifelong ari visit your local hospital or vct centre now. anti-retroviral therapy supported by dfid national aids/std control program p.o box 19361,nairobi, kenya.email:info@aidskenya.org ministry of health government of kenya",Q103297078,art works. i'm living proof.,7,93,0.075,,poster,ART Works. I'm living proof.
604,2016.005.23,en,"smashy bangy to victory go the governors of austin peay! 1 clash! clang! it's misery for the minions of the enemy! smash! bang! to score again for it's ready set 123! fight on and smash biffy clash rim! bang bam! clangram! dash along to victory! let's go peay! ""smash bang""",Q105092105,smash bang,7,90,0.078,,poster,Smash Bang
605,2005.013,en,encca ecco chamber nociety an evening of tango et de cuti a scholenks fond 7.30p nov. 7. 2002 chapel a. ticks 22-9911 www.ecolong,Q105092143,tango,7,60,0.117,,poster,Tango
606,2001.103,en,"free show ouisian folklife festival with file howard shaft soul rebels - g. g. shinn li'l brian the bluebirds with special guests miki honeycutt, john howe, david egan & the mooretown horns 12th of april d.l. menard dorothy prime & the lightnin' bugs togetherness choir kenny bill stinson & the ark-la-mystics chubby carrier & the bayou swamp band conley's irish band danny rhodes & the messengers new orleans highland dancers po' henry & tookie easter rock and way more  6 stages 2 days all free gospel food kids tales crafts historic downtown riverfront monroe sat. & sun.-sept. 11 & 12 info call 318 324 1665 doors open sat. at 11am - sun. at noon presented by the city of monroe & the louisiana division of the arts ",Q105091942,louisiana folklife festival,7,56,0.125,,poster,Louisiana Folklife Festival
607,1998.032,en,adg fad club de directores de arte member of: icograda internacional council of graphic design associations. consell superior de disseny. art directors club europe. l a u s laus 91 91 xxii edició xxii edición s,Q105091922,laus 91,6,100,0.06,,poster,LAUS 91
608,1998.033,en,adg fad club de directores de arte member of: icograda internacional council of graphic design associations. consell superior de disseny. art directors club europe. n l au s laus 91 91 xxii edició xxii edición,Q105091923,laus 91,6,100,0.06,,poster,LAUS 91
609,2003.007,en,"thomas the rhymers song when you an old mough to love, you'll be uken prison. by de bloem of apple and pest to the pink shade of the cherry the feathery gan, and the pinden seat. and the wet hackbied and all your other commer will make meny with the poor han in your hea as they did wit others in the past when you are old mough to love when you are old mough to love beware of the dress wouldering flowers, ios griat glone levm, and blow the langing mask of the date will do your body like a pince and give it to somebody e on the path growing gyly bead acape and thomas was walking in the home of the therm when en of the one anding came alady wida kife of fac othere het love's paint ashe stepped the besh from his bos and nailed his heart to t where shall coobe, where hull ever bef the handed opete vermy jakie polic th dgd jury p",Q102975030,thomas the rhymer's song ,6,96,0.062,,artist’s book,Thomas the Rhymer's Song (a broadside with poem by Ted Hughes)
610,2001.178,en,dog day pambat ring jon randall friends presented by doan pet care co. 9th john cowan 4 pm til e jason white fair verona mitch malloy centennial park jamie thompson band shell lee hester piper & hard nanette britt & a benefit concert for the nashville humane association blis the fabraes dog day *jam b tickets at show or at nashville humane assoc. $15 b,Q105091742,dog day jam,6,91,0.066,,poster,Dog Day Jam
611,2001.092,en,"ijo theatre the knoxville blues society presents fri may knoxville ladies sing the blues"" ***** ***** ***************** featuring ************ ✰✰✰✰✰✰✰✰✰✰✰✰✰**  sara jordan sharon mosby → jenna * micol davis janice mazon jadacka mazon special guest emcee: edye ellis reserved seating advance $20 day of show $25 tickets unlimited 656-44 44 to benefit the knoxville area rescue ministries"" serenity shelter ""  7 6- 11 pm ",Q105091652,bijou theatre,6,46,0.13,,poster,Bijou Theatre
612,2016.013.4,en,n guard licensie i mardi offe out of going dore t 112100) and haine pp/p high goss pat [13981 блу de,Q103299743,family,6,33,0.182,,print,Family
613,2004.074,en,"on chaginative space w..com tet aman, it will to begs.com where and te made in the is proped that limited areas, demak, container pen, rated be remed sattee of imatituarcைce help tham & cl a v a implement par சோரியா is, traduce (palaark) wkala sarat riseshaal de wy d pas de te: infiction we have taken at model of facts. per kons wiattural 'wirrnalat fear and des, which are cantly engaged in paysavas valvan je dese by motional space or by the miten of the imagination at man imaginative spiset the day viewer tereot **** w wywige verh me show hap rely the game of commodities in hot s je sjewego spješnopar 42900 se e dengan full பயல தீபாரமக்கும் appl ry maging mally space of rand sead og in perde vages the with the presenterer new models of com onssised, resised, maintained and de beggens se vng ada pel **w that the mana iatics. thaltese runtanctuality, that is an in perto eft and t pap i mandagna hepadom",Q102969297,on imaginative space,4,90,0.044,,poster,On Imaginative Space
614,1994.005l,en,"dyc a trim, small horse, she had decided-could bring her close to tears. then she would take a notebook and try to write out her feelings. ""it isn't that i feel posi- tively unattractive-i know better. but that somehow i am being kept from anything miraculous happening to me, ever."" with the dimming of her love for sam time moved in detached patches, and she could no longer find reasons to do or not do anything. a saving miracle was becoming a less than silly idea. ""somehow, when i look at myself, the miracu- lous seems to be more and more possible. or is this hot room driving me crazy?"" here in oklahoma, deep in america, she understood that secretly she was part of nothing larger than herself, a ridiculous person. at night, awakened by a line 14 ii recalling it all later her collision with lionel mayer with all its painful ordi- nariness, had sent her flying off the track of her old life. he and his wife sylvia, a left-wing organizer for the newspaper guild, had been their friends for years by this time and by some miracle he had been assigned as press officer in sam's division. that fall, ordered out on a five-day bivouac, sam, giving up pretend- ing that his wife was happy hanging around army camps, asked lionel to in- vite her to dinner in loveock. janice was vaguely unnerved at the date; lionel, 15",Q106577344,"homely girl, a life",3,47,0.064,,print,"Homely Girl, A Life"
615,2016.005.02,en,"a manifesto 2015 atypi sao paulo re:construct to build or form by reassembling parts; to adopt a attitude touch to assemble physically inky new or outlook; created by suzanne powney of blackdog letterpress in starkville, ms. re:consider process: a physical action, a mental operation, or series of changes taking place in a definite manner over a period of time mentally re:connect typography re approach re consider a physical remnant of is a record of events; research re align recombine re compose con text con cept re interpret re collect an idea or concept expressed. re produce re define when we experience touch, we gain new connections into the context of our environment re think re claim and make a bridge between our point of view review and the point of view of re approach re consider re search re align re combine re compose con text concept re interpret re collect re produce re claim review redefine others re compose rethink re interpret",Q105091579,a manifesto,2,100,0.02,,poster,A Manifesto
616,1994.005k,en,"with her old shoes in the box under her arm she walked down madison to 31st street stopping under a streetlamp to read the incredible again and again. it was simply unthinkable. stalin so much as uttering hitler's name without snarling was like a god being discovered screwing on the floor, or farting. fold- ing the paper she walked on; now they would have to find some way, she thought, to continue believing in the soviet which, after all, was still the only imaginable opposite of west end avenue, carpets, silverware and things. ""how can it have happened?"" she asked fink over dinner at a place called barclay's on 8th street, where a meal was ninety cents rather than the sixty-five next door in the university inn. the village was stunned. she could feel it in the restaurant whose air seemed sucked out. the owner, who normally chummed with fink whose inside political information he profoundly respected, had only distantly nodded to them when they entered, as though at a funeral. with a wink and a canny grin, fink tapped the side of his nose, but she knew how raked his spirit was. ""don't worry, stalin knows what he's doing; and he's not helping hitler, he'll never supply germany."" ""but i think he is, isn't he?"" ""he is not. he's just refusing to pull the french and british chestnuts out of the fire. he's been pleading with them for a pact against hitler for five years now, and they've stalled, hoping hitler would attack russia. well, he's turned the chess game around."" she quickly agreed; in some secret windblown room in her mind she sensed that her connection to sam depended somehow on her keeping the faith with the soviets. but it was also that to discard the revolution meant living without the future, meant living now, a frighteningly bereft feeling. in that parched year and a half interval, she had seen sam fink straining to justify the pact to her and to their friends. and when it was no longer deniable that russian wheat and oil were actually being shipped to a germany that was now invading france, something within her came to a halt and stood motionless behind her eyes. soon after, she would happen to be in times square the day france capitu- lated to the nazis and saw the news in the lights circling the times building. an immense crowd had halted on broadway and stood reading the moving 12 l ba",Q106577345,"homely girl, a life, volume i",2,45,0.044,,print,"Homely Girl, A Life, volume I"
