qid,dimension,type,label
Q102975402,ambiguous,print,"Trinc Cutting, June 17th, 1837"
Q102975409,ambiguous,print,Trio   Embossed square
Q102975416,ambiguous,print,Trio (Embossed cross)
Q102975424,ambiguous,print,Trio (Two embossed vertical lines)
Q102975438,ambiguous,print,"Triptyque Allemand, 12th century"
Q102975448,ambiguous,print,"Tristitia (Sadness), after Marten De Vos"
Q103310575,ambiguous,print,Troi
Q102975484,ambiguous,print,"Trostung (Consolation), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1"
Q105095937,ambiguous,print,"Trucar, Suite of 5 Prints with poems by Celso Roman"
Q105095938,ambiguous,print,"Trucar, Suite of 5 Prints with poems by Celso Roman"
Q105095939,ambiguous,print,"Trucar, Suite of 5 Prints with poems by Celso Roman"
Q105095940,ambiguous,print,"Trucar, Suite of 5 Prints with poems by Celso Roman"
Q105095941,ambiguous,print,"Trucar, Suite of 5 Prints with poems by Celso Roman"
Q106567731,ambiguous,print,Trusted partners use Condoms to prevent HIV and unwanted Pregnancies. They know that everyone is at risk and they cannot take chances. Be a trusted partner. Use Condom each time you have sex.
Q105092232,ambiguous,print,"Truths, Samuel Miller, Hatch Show Print Poster"
Q102975523,ambiguous,print,Tu t'es mis un faux ventre! from Album du Siége
Q105092234,ambiguous,print,"Tur Costa Galeria Carl van der Voort, Ibiza"
Q105092236,ambiguous,print,"Tur Costa, Galeria Carl van der Voort, Ibiza"
Q105092237,ambiguous,print,"Tur Costa, Galeria Carl van der Voort, Ibiza"
Q103310694,ambiguous,print,Turkish Musik
Q105092238,ambiguous,print,Turry and the Tellico Militia
Q105092239,ambiguous,print,Twang
Q102975536,ambiguous,print,Twickenham Church
Q102975543,ambiguous,print,Twin Gyration
Q102975553,ambiguous,print,Two Actors in Female Roles in a Scene from a Kabuki Play (one of three prints from a triptych)
Q102975576,ambiguous,print,Two Cherubs and a Child Dancing
Q106568715,ambiguous,print,Two Children
Q103310700,ambiguous,print,"Two Codes, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103310705,ambiguous,print,"Two Corn Dogs Coming Right Up! Aug 19-29,1999"
Q102975585,ambiguous,print,"Two Doors, from the portfolio Travaux Publics (Public Works)"
Q105096053,ambiguous,print,Two Figures
Q103310715,ambiguous,print,Two Horses
Q102975601,ambiguous,print,Two Horses Feeding
Q103310723,ambiguous,print,"Two Horses, a Book Illustration from The Manga, Vol. 6"
Q102975609,ambiguous,print,"Two Identical Units Joined Eight Ways, from American Abstract Artists 60th Anniversary Print Portfolio"
Q103310733,ambiguous,print,Two Kabuki Actors as Matasuke and the Moneylender Kanekashi Ganroku
Q103310743,ambiguous,print,"Two Kabuki actors, one in female role"
Q102975634,ambiguous,print,Two Reclining Nudes on a Rug
Q103310770,ambiguous,print,"Two Seated Women, One About to Write a Poem Card and One About to Play"
Q102975655,ambiguous,print,"Two Systems-10, from American Abstract Artists 50th Anniversary Print Portfolio"
Q106577464,ambiguous,print,Two to Go!
Q103310779,ambiguous,print,Two Travellers in a Winter Landscape (reproduction)
Q102975663,ambiguous,print,Two Types of Flowers
Q105092241,ambiguous,print,Two Women and a Man Viewing Plum Blossoms (facsimile)
Q103310785,ambiguous,print,Two Women Playing Musical Instruments Under a Willow Tree (reproduction)
Q103310796,ambiguous,print,Two Women Travelling by Mount Fuji
Q103310800,ambiguous,print,"Two Women, a Man, and a Boy Gathering Seashells (facsimile)"
Q102975685,ambiguous,print,Two's Company-Three's a Crowd
Q105092243,ambiguous,print,"Typewriter in D, from the Revolutions Per Minute (The Art Record)"
Q103310819,ambiguous,print,"U - DO - IT Copies 10 cents, Legal size 12 cents"
Q103310827,ambiguous,print,U.S. Marines Active Service on Land and Sea
Q103310833,ambiguous,print,U.S. Navy
Q103310845,ambiguous,print,"U.S. Navy 'Here He Is, Sir' We Need Him and You Too!"
Q105095928,ambiguous,print,Ukiyo-e Fuzoku (Styles of Dress in the Floating World) Yamato Nishiki (Japanese Brocades) Tan'e Jidai (The Tan'e Period) (reproductions)
Q103310864,ambiguous,print,Ulysses
Q103310870,ambiguous,print,Un Chevalier Louis XIII
Q102975718,ambiguous,print,"Un paysage en 1870. (The scenery in 1870.), from Album du Siége"
Q104032711,ambiguous,print,Una
Q104032714,ambiguous,print,Una
Q103310878,ambiguous,print,Under Shelter
Q105095945,ambiguous,print,Under the Light of the Hill
Q106577467,ambiguous,print,Underneath It All
Q105092244,ambiguous,print,Underwater
Q103310890,ambiguous,print,Une Bonne Fin de Mois (A Good Month's Work)
Q102975726,ambiguous,print,Une Pastorale
Q102975733,ambiguous,print,Une Poignee (A Handle)
Q103311063,ambiguous,print,Unité
Q103311071,ambiguous,print,United against HIV/AIDS Discussing AIDS at Workplace
Q103311086,ambiguous,print,"United We Serve; United War Work Campaign; $170,500,000"
Q102975765,ambiguous,print,Unknown
Q102975774,ambiguous,print,Unknown
Q105095804,ambiguous,print,Unknown
Q105096088,ambiguous,print,Unknown
Q106577469,ambiguous,print,Unknown
Q105096085,ambiguous,print,Unknown (reproduction)
Q102975782,ambiguous,print,Unknown title
Q102975870,ambiguous,print,Untitled
Q102975877,ambiguous,print,Untitled
Q102975891,ambiguous,print,Untitled
Q102975898,ambiguous,print,Untitled
Q102975910,ambiguous,print,Untitled
Q102975918,ambiguous,print,Untitled
Q102975924,ambiguous,print,Untitled
Q102975937,ambiguous,print,Untitled
Q102975944,ambiguous,print,Untitled
Q102975953,ambiguous,print,Untitled
Q102975960,ambiguous,print,Untitled
Q102975969,ambiguous,print,Untitled
Q102975975,ambiguous,print,Untitled
Q102975983,ambiguous,print,Untitled
Q102975994,ambiguous,print,Untitled
Q102976002,ambiguous,print,Untitled
Q102976011,ambiguous,print,Untitled
Q103311157,ambiguous,print,Untitled
Q103311163,ambiguous,print,Untitled
Q103311173,ambiguous,print,Untitled
Q103311185,ambiguous,print,Untitled
Q103311192,ambiguous,print,Untitled
Q103311200,ambiguous,print,Untitled
Q103311207,ambiguous,print,Untitled
Q103311217,ambiguous,print,Untitled
Q103311229,ambiguous,print,Untitled
Q103311244,ambiguous,print,Untitled
Q103311258,ambiguous,print,Untitled
Q103311271,ambiguous,print,Untitled
Q103311288,ambiguous,print,Untitled
Q103311303,ambiguous,print,Untitled
Q103311318,ambiguous,print,Untitled
Q103311327,ambiguous,print,Untitled
Q103311336,ambiguous,print,Untitled
Q103311341,ambiguous,print,Untitled
Q103311353,ambiguous,print,Untitled
Q103311358,ambiguous,print,Untitled
Q103311366,ambiguous,print,Untitled
Q104032883,ambiguous,print,Untitled
Q104032884,ambiguous,print,Untitled
Q104032885,ambiguous,print,Untitled
Q104032886,ambiguous,print,Untitled
Q104032887,ambiguous,print,Untitled
Q104032888,ambiguous,print,Untitled
Q104032889,ambiguous,print,Untitled
Q104032890,ambiguous,print,Untitled
Q104032891,ambiguous,print,Untitled
Q104032892,ambiguous,print,Untitled
Q104032893,ambiguous,print,Untitled
Q104032896,ambiguous,print,Untitled
Q104032897,ambiguous,print,Untitled
Q104032898,ambiguous,print,Untitled
Q104032899,ambiguous,print,Untitled
Q104032900,ambiguous,print,Untitled
Q104032901,ambiguous,print,Untitled
Q104032902,ambiguous,print,Untitled
Q104032903,ambiguous,print,Untitled
Q104032904,ambiguous,print,Untitled
Q104032905,ambiguous,print,Untitled
Q104032906,ambiguous,print,Untitled
Q104032908,ambiguous,print,Untitled
Q104032909,ambiguous,print,Untitled
Q104032910,ambiguous,print,Untitled
Q104032911,ambiguous,print,Untitled
Q104032912,ambiguous,print,Untitled
Q104032913,ambiguous,print,Untitled
Q104032914,ambiguous,print,Untitled
Q104032915,ambiguous,print,Untitled
Q104032916,ambiguous,print,Untitled
Q104032917,ambiguous,print,Untitled
Q104032918,ambiguous,print,Untitled
Q104032919,ambiguous,print,Untitled
Q104032920,ambiguous,print,Untitled
Q104032922,ambiguous,print,Untitled
Q104032923,ambiguous,print,Untitled
Q104032924,ambiguous,print,Untitled
Q104032925,ambiguous,print,Untitled
Q104032926,ambiguous,print,Untitled
Q104032927,ambiguous,print,Untitled
Q104032928,ambiguous,print,Untitled
Q104032930,ambiguous,print,Untitled
Q104032931,ambiguous,print,Untitled
Q104032932,ambiguous,print,Untitled
Q104032933,ambiguous,print,Untitled
Q104032934,ambiguous,print,Untitled
Q104032935,ambiguous,print,Untitled
Q104032936,ambiguous,print,Untitled
Q104032937,ambiguous,print,Untitled
Q104032939,ambiguous,print,Untitled
Q104032940,ambiguous,print,Untitled
Q104032942,ambiguous,print,Untitled
Q104032945,ambiguous,print,Untitled
Q104032948,ambiguous,print,Untitled
Q104032951,ambiguous,print,Untitled
Q104032954,ambiguous,print,Untitled
Q104032957,ambiguous,print,Untitled
Q104032960,ambiguous,print,Untitled
Q104032962,ambiguous,print,Untitled
Q104032966,ambiguous,print,Untitled
Q104032971,ambiguous,print,Untitled
Q104032974,ambiguous,print,Untitled
Q104032977,ambiguous,print,Untitled
Q104032980,ambiguous,print,Untitled
Q104032985,ambiguous,print,Untitled
Q104032990,ambiguous,print,Untitled
Q104032993,ambiguous,print,Untitled
Q104032996,ambiguous,print,Untitled
Q104032999,ambiguous,print,Untitled
Q104033000,ambiguous,print,Untitled
Q104033001,ambiguous,print,Untitled
Q104033003,ambiguous,print,Untitled
Q104033004,ambiguous,print,Untitled
Q104033005,ambiguous,print,Untitled
Q104033006,ambiguous,print,Untitled
Q104033008,ambiguous,print,Untitled
Q104033009,ambiguous,print,Untitled
Q104033010,ambiguous,print,Untitled
Q104033011,ambiguous,print,Untitled
Q105092264,ambiguous,print,Untitled
Q105092265,ambiguous,print,Untitled
Q105092266,ambiguous,print,Untitled
Q105092267,ambiguous,print,Untitled
Q105092268,ambiguous,print,Untitled
Q105092269,ambiguous,print,Untitled
Q105092270,ambiguous,print,Untitled
Q105092271,ambiguous,print,Untitled
Q105092272,ambiguous,print,Untitled
Q105092273,ambiguous,print,Untitled
Q105092274,ambiguous,print,Untitled
Q105092275,ambiguous,print,Untitled
Q105092276,ambiguous,print,Untitled
Q105092277,ambiguous,print,Untitled
Q105092278,ambiguous,print,Untitled
Q105092279,ambiguous,print,Untitled
Q105092280,ambiguous,print,Untitled
Q105092281,ambiguous,print,Untitled
Q105092282,ambiguous,print,Untitled
Q105092283,ambiguous,print,Untitled
Q105092284,ambiguous,print,Untitled
Q105092285,ambiguous,print,Untitled
Q105092286,ambiguous,print,Untitled
Q105092287,ambiguous,print,Untitled
Q105092288,ambiguous,print,Untitled
Q105092290,ambiguous,print,Untitled
Q105092291,ambiguous,print,Untitled
Q105092292,ambiguous,print,Untitled
Q105092293,ambiguous,print,Untitled
Q105092294,ambiguous,print,Untitled
Q105092295,ambiguous,print,Untitled
Q105092296,ambiguous,print,Untitled
Q105092297,ambiguous,print,Untitled
Q105092298,ambiguous,print,Untitled
Q105092299,ambiguous,print,Untitled
Q105092300,ambiguous,print,Untitled
Q105092301,ambiguous,print,Untitled
Q105092302,ambiguous,print,Untitled
Q105092303,ambiguous,print,Untitled
Q105092304,ambiguous,print,Untitled
Q105092305,ambiguous,print,Untitled
Q105092306,ambiguous,print,Untitled
Q105092307,ambiguous,print,Untitled
Q105092308,ambiguous,print,Untitled
Q105092309,ambiguous,print,Untitled
Q105092310,ambiguous,print,Untitled
Q105092311,ambiguous,print,Untitled
Q105092312,ambiguous,print,Untitled
Q105092313,ambiguous,print,Untitled
Q105095801,ambiguous,print,Untitled
Q105095933,ambiguous,print,Untitled
Q105095935,ambiguous,print,Untitled
Q105095958,ambiguous,print,Untitled
Q106568716,ambiguous,print,Untitled
Q106577471,ambiguous,print,Untitled
Q106577475,ambiguous,print,Untitled
Q106577476,ambiguous,print,Untitled
Q106577477,ambiguous,print,Untitled
Q106577479,ambiguous,print,Untitled
Q106577480,ambiguous,print,Untitled
Q106577481,ambiguous,print,Untitled
Q106577482,ambiguous,print,Untitled
Q106577483,ambiguous,print,Untitled
Q106577484,ambiguous,print,Untitled
Q106577485,ambiguous,print,Untitled
Q106577486,ambiguous,print,Untitled
Q106577487,ambiguous,print,Untitled
Q106577488,ambiguous,print,Untitled
Q106577490,ambiguous,print,Untitled
Q106577491,ambiguous,print,Untitled
Q106577492,ambiguous,print,Untitled
Q106582839,ambiguous,print,Untitled
Q106582840,ambiguous,print,Untitled
Q106582841,ambiguous,print,Untitled
Q106582842,ambiguous,print,Untitled
Q106582843,ambiguous,print,Untitled
Q106582844,ambiguous,print,Untitled
Q102976018,ambiguous,print,Untitled (Bear hunt by river)
Q105092314,ambiguous,print,Untitled (Best Wishes)
Q105092315,ambiguous,print,Untitled (black & white)
Q105092316,ambiguous,print,Untitled (Black)
Q105092317,ambiguous,print,Untitled (Creek)
Q102976025,ambiguous,print,Untitled (Dedicated poster)
Q103311390,ambiguous,print,Untitled (Dedicated poster)
Q103311396,ambiguous,print,Untitled (Dedicated poster)
Q103311406,ambiguous,print,Untitled (Dedicated poster)
Q102976032,ambiguous,print,Untitled (Dedicated work)
Q102976041,ambiguous,print,Untitled (Falconry)
Q103311422,ambiguous,print,Untitled (Four male figures)
Q103311431,ambiguous,print,"Untitled (from the ""Early Spring in February 2005"" suite, 1 of 3)"
Q103311436,ambiguous,print,"Untitled (from the ""Early Spring in February 2005"" suite, 2 of 3)"
Q103311448,ambiguous,print,"Untitled (from the ""Early Spring in February 2005"" suite, 3 of 3)"
Q102976074,ambiguous,print,Untitled (Gathering sponges at low tide)
Q105092318,ambiguous,print,Untitled (Grey)
Q105095800,ambiguous,print,"Untitled (Idealized country scene with small house by lake and man in small boat. Gegend in Salzburg'schen, Augsburg bei Herzberg)"
Q105095802,ambiguous,print,"Untitled (Idealized mountain living scene with small house and man crossing a bridge. Gegend in Salzburg'schen, Augsburg bei Herzberg)"
Q102976089,ambiguous,print,Untitled (Landscape with a Rocky Path)
Q105095792,ambiguous,print,Untitled (Man standing with walking stick)
Q103311469,ambiguous,print,Untitled (Mother and child)
Q103311490,ambiguous,print,"Untitled (Presentation of the Christ child in the temple, after Federico Zuccaro)"
Q106567734,ambiguous,print,"Untitled (Rural scene with two figures (gods); one in sky seated on an eagle, other figure seated on land)"
Q105092319,ambiguous,print,Untitled (seven-color)
Q102976102,ambiguous,print,Untitled (Shepherd)
Q102976116,ambiguous,print,Untitled (Snaring birds)
Q106568718,ambiguous,print,Untitled (Suite of 6)
Q106568719,ambiguous,print,Untitled (Suite of 6)
Q106568720,ambiguous,print,Untitled (Suite of 6)
Q106568721,ambiguous,print,Untitled (Suite of 6)
Q106568722,ambiguous,print,Untitled (Suite of 6)
Q106568723,ambiguous,print,Untitled (Suite of 6)
Q102976132,ambiguous,print,Untitled (Three men and a dog on a path above a waterfall)
Q103311508,ambiguous,print,Untitled (Three women)
Q105092320,ambiguous,print,Untitled (Travelers to Emmaus)
Q102976142,ambiguous,print,Untitled (Tribute Scene)
Q106567735,ambiguous,print,Untitled (View of the column erected by the Roman Senate in honor of the Emperor Trajan on which are represented his Dacian battles)
Q102976149,ambiguous,print,Untitled (Village scene with church by a bay)
Q102976158,ambiguous,print,Untitled 1992
Q103311540,ambiguous,print,"Untitled Illustration for Vers Un Monde Volange (Toward an Uncertain World), plate 5 of 8"
Q103311552,ambiguous,print,Untitled Portrait
Q103311558,ambiguous,print,"Untitled-m-II, from American Abstract Artists 50th Anniversary Print Portfolio"
Q103311564,ambiguous,print,"Untitled, after Carol Maratta"
Q102976296,ambiguous,print,"Untitled, from ""Chagall"" by Jacques Lassaigne"
Q102976302,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311590,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311599,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311613,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311619,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311627,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311640,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311650,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311660,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311667,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311672,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311680,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
Q103311684,ambiguous,print,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work"
